LocationTime,Location,country,year,sex,age,suicides_no,population,suicides/100k pop, gdp_for_year ($) ,gdp_per_capita ($)
BRA-2013,BRA,Brazil,2013,male,25-34 ,2004,17534209,11.43,"2,472,806,919,902",13191
BRA-2013,BRA,Brazil,2013,male,15-24 ,1317,17627508,7.47,"2,472,806,919,902",13191
BRA-2013,BRA,Brazil,2013,female,35-54 ,897,27475364,3.26,"2,472,806,919,902",13191
BRA-2013,BRA,Brazil,2013,female,55-74 ,433,14022927,3.09,"2,472,806,919,902",13191
BRA-2013,BRA,Brazil,2013,female,75+ ,88,3462431,2.54,"2,472,806,919,902",13191
BRA-2013,BRA,Brazil,2013,female,25-34 ,393,17492228,2.25,"2,472,806,919,902",13191
BRA-2013,BRA,Brazil,2013,female,15-24 ,362,17123318,2.11,"2,472,806,919,902",13191
BRA-2013,BRA,Brazil,2013,male,5-14 ,72,16555477,0.43,"2,472,806,919,902",13191
BRA-2013,BRA,Brazil,2013,female,5-14 ,50,15923724,0.31,"2,472,806,919,902",13191
BRA-2014,BRA,Brazil,2014,male,75+ ,390,2349303,16.6,"2,455,993,625,159",12975
BRA-2014,BRA,Brazil,2014,male,55-74 ,1534,12492114,12.28,"2,455,993,625,159",12975
BRA-2014,BRA,Brazil,2014,male,35-54 ,3050,26475231,11.52,"2,455,993,625,159",12975
BRA-2014,BRA,Brazil,2014,male,25-34 ,1982,17601477,11.26,"2,455,993,625,159",12975
BRA-2014,BRA,Brazil,2014,male,15-24 ,1358,17606681,7.71,"2,455,993,625,159",12975
BRA-2014,BRA,Brazil,2014,female,35-54 ,871,27971096,3.11,"2,455,993,625,159",12975
BRA-2014,BRA,Brazil,2014,female,55-74 ,389,14550395,2.67,"2,455,993,625,159",12975
BRA-2014,BRA,Brazil,2014,female,25-34 ,457,17539955,2.61,"2,455,993,625,159",12975
BRA-2014,BRA,Brazil,2014,female,75+ ,83,3634999,2.28,"2,455,993,625,159",12975
BRA-2014,BRA,Brazil,2014,female,15-24 ,371,17094729,2.17,"2,455,993,625,159",12975
BRA-2014,BRA,Brazil,2014,male,5-14 ,84,16299015,0.52,"2,455,993,625,159",12975
BRA-2014,BRA,Brazil,2014,female,5-14 ,62,15670559,0.4,"2,455,993,625,159",12975
BRA-2015,BRA,Brazil,2015,male,75+ ,470,2448560,19.19,"1,802,214,373,741",9431
BRA-2015,BRA,Brazil,2015,male,55-74 ,1693,12987357,13.04,"1,802,214,373,741",9431
BRA-2015,BRA,Brazil,2015,male,35-54 ,3238,26989063,12.0,"1,802,214,373,741",9431
BRA-2015,BRA,Brazil,2015,male,25-34 ,1897,17625976,10.76,"1,802,214,373,741",9431
BRA-2015,BRA,Brazil,2015,male,15-24 ,1389,17569045,7.91,"1,802,214,373,741",9431
BRA-2015,BRA,Brazil,2015,female,35-54 ,910,28461855,3.2,"1,802,214,373,741",9431
BRA-2015,BRA,Brazil,2015,female,55-74 ,479,15122216,3.17,"1,802,214,373,741",9431
BRA-2015,BRA,Brazil,2015,female,25-34 ,466,17546090,2.66,"1,802,214,373,741",9431
BRA-2015,BRA,Brazil,2015,female,75+ ,89,3802086,2.34,"1,802,214,373,741",9431
BRA-2015,BRA,Brazil,2015,female,15-24 ,397,17047218,2.33,"1,802,214,373,741",9431
BRA-2015,BRA,Brazil,2015,male,5-14 ,79,16057040,0.49,"1,802,214,373,741",9431
BRA-2015,BRA,Brazil,2015,female,5-14 ,56,15430579,0.36,"1,802,214,373,741",9431
CAN-1990,CAN,Canada,1990,male,75+ ,149,459600,32.42,"593,929,550,908",24041
CAN-1990,CAN,Canada,1990,male,25-34 ,703,2372600,29.63,"593,929,550,908",24041
CAN-1990,CAN,Canada,1990,male,35-54 ,884,3483200,25.38,"593,929,550,908",24041
CAN-1990,CAN,Canada,1990,male,15-24 ,484,1970600,24.56,"593,929,550,908",24041
CAN-1990,CAN,Canada,1990,male,55-74 ,430,1969600,21.83,"593,929,550,908",24041
CAN-1990,CAN,Canada,1990,female,35-54 ,293,3506700,8.36,"593,929,550,908",24041
CAN-1990,CAN,Canada,1990,female,25-34 ,154,2388600,6.45,"593,929,550,908",24041
CAN-1990,CAN,Canada,1990,female,55-74 ,125,2216700,5.64,"593,929,550,908",24041
CAN-1990,CAN,Canada,1990,female,15-24 ,94,1888000,4.98,"593,929,550,908",24041
CAN-1990,CAN,Canada,1990,female,75+ ,32,768500,4.16,"593,929,550,908",24041
CAN-1990,CAN,Canada,1990,male,5-14 ,23,1882100,1.22,"593,929,550,908",24041
CAN-1990,CAN,Canada,1990,female,5-14 ,7,1798200,0.39,"593,929,550,908",24041
CAN-1991,CAN,Canada,1991,male,25-34 ,713,2420300,29.46,"610,328,183,643",24038
CAN-1991,CAN,Canada,1991,male,75+ ,139,478900,29.02,"610,328,183,643",24038
CAN-1991,CAN,Canada,1991,male,15-24 ,539,1943600,27.73,"610,328,183,643",24038
CAN-1991,CAN,Canada,1991,male,35-54 ,974,3663400,26.59,"610,328,183,643",24038
CAN-1991,CAN,Canada,1991,male,55-74 ,490,2031500,24.12,"610,328,183,643",24038
CAN-1991,CAN,Canada,1991,female,35-54 ,271,3674300,7.38,"610,328,183,643",24038
CAN-1991,CAN,Canada,1991,female,25-34 ,177,2446400,7.24,"610,328,183,643",24038
CAN-1991,CAN,Canada,1991,female,55-74 ,154,2263200,6.8,"610,328,183,643",24038
CAN-1991,CAN,Canada,1991,female,15-24 ,76,1886900,4.03,"610,328,183,643",24038
CAN-1991,CAN,Canada,1991,female,75+ ,31,795900,3.89,"610,328,183,643",24038
CAN-1991,CAN,Canada,1991,male,5-14 ,20,1941100,1.03,"610,328,183,643",24038
CAN-1991,CAN,Canada,1991,female,5-14 ,9,1844900,0.49,"610,328,183,643",24038
CAN-1992,CAN,Canada,1992,male,25-34 ,739,2561600,28.85,"592,387,689,253",22393
CAN-1992,CAN,Canada,1992,male,75+ ,136,499900,27.21,"592,387,689,253",22393
CAN-1992,CAN,Canada,1992,male,35-54 ,1020,3889500,26.22,"592,387,689,253",22393
CAN-1992,CAN,Canada,1992,male,15-24 ,504,2042300,24.68,"592,387,689,253",22393
CAN-1992,CAN,Canada,1992,male,55-74 ,497,2087600,23.81,"592,387,689,253",22393
CAN-1992,CAN,Canada,1992,female,35-54 ,323,3857500,8.37,"592,387,689,253",22393
CAN-1992,CAN,Canada,1992,female,55-74 ,146,2313800,6.31,"592,387,689,253",22393
CAN-1992,CAN,Canada,1992,female,25-34 ,155,2499900,6.2,"592,387,689,253",22393
CAN-1992,CAN,Canada,1992,female,15-24 ,119,1969200,6.04,"592,387,689,253",22393
CAN-1992,CAN,Canada,1992,female,75+ ,35,834600,4.19,"592,387,689,253",22393
CAN-1992,CAN,Canada,1992,male,5-14 ,26,1995400,1.3,"592,387,689,253",22393
CAN-1992,CAN,Canada,1992,female,5-14 ,8,1903100,0.42,"592,387,689,253",22393
CAN-1993,CAN,Canada,1993,male,35-54 ,1141,4049700,28.17,"577,170,761,956",21421
CAN-1993,CAN,Canada,1993,male,25-34 ,721,2568700,28.07,"577,170,761,956",21421
CAN-1993,CAN,Canada,1993,male,75+ ,138,513400,26.88,"577,170,761,956",21421
CAN-1993,CAN,Canada,1993,male,15-24 ,488,2054700,23.75,"577,170,761,956",21421
CAN-1993,CAN,Canada,1993,male,55-74 ,499,2127800,23.45,"577,170,761,956",21421
CAN-1993,CAN,Canada,1993,female,35-54 ,331,4013200,8.25,"577,170,761,956",21421
CAN-1993,CAN,Canada,1993,female,75+ ,55,858000,6.41,"577,170,761,956",21421
CAN-1993,CAN,Canada,1993,female,55-74 ,146,2348500,6.22,"577,170,761,956",21421
CAN-1993,CAN,Canada,1993,female,25-34 ,146,2501800,5.84,"577,170,761,956",21421
CAN-1993,CAN,Canada,1993,female,15-24 ,93,1978900,4.7,"577,170,761,956",21421
CAN-1993,CAN,Canada,1993,male,5-14 ,27,2009100,1.34,"577,170,761,956",21421
CAN-1993,CAN,Canada,1993,female,5-14 ,18,1920900,0.94,"577,170,761,956",21421
CAN-1994,CAN,Canada,1994,male,75+ ,160,527500,30.33,"578,139,279,438",21219
CAN-1994,CAN,Canada,1994,male,35-54 ,1150,4177400,27.53,"578,139,279,438",21219
CAN-1994,CAN,Canada,1994,male,25-34 ,636,2523000,25.21,"578,139,279,438",21219
CAN-1994,CAN,Canada,1994,male,15-24 ,506,2048800,24.7,"578,139,279,438",21219
CAN-1994,CAN,Canada,1994,male,55-74 ,479,2164400,22.13,"578,139,279,438",21219
CAN-1994,CAN,Canada,1994,female,35-54 ,339,4145800,8.18,"578,139,279,438",21219
CAN-1994,CAN,Canada,1994,female,55-74 ,152,2380300,6.39,"578,139,279,438",21219
CAN-1994,CAN,Canada,1994,female,25-34 ,135,2460500,5.49,"578,139,279,438",21219
CAN-1994,CAN,Canada,1994,female,15-24 ,105,1972200,5.32,"578,139,279,438",21219
CAN-1994,CAN,Canada,1994,female,75+ ,37,884500,4.18,"578,139,279,438",21219
CAN-1994,CAN,Canada,1994,male,5-14 ,37,2024800,1.83,"578,139,279,438",21219
CAN-1994,CAN,Canada,1994,female,5-14 ,12,1936800,0.62,"578,139,279,438",21219
CAN-1995,CAN,Canada,1995,male,25-34 ,744,2489100,29.89,"604,031,623,433",21871
CAN-1995,CAN,Canada,1995,male,35-54 ,1264,4316200,29.29,"604,031,623,433",21871
CAN-1995,CAN,Canada,1995,male,75+ ,146,549900,26.55,"604,031,623,433",21871
CAN-1995,CAN,Canada,1995,male,15-24 ,507,2051200,24.72,"604,031,623,433",21871
CAN-1995,CAN,Canada,1995,male,55-74 ,473,2193400,21.56,"604,031,623,433",21871
CAN-1995,CAN,Canada,1995,female,35-54 ,363,4287400,8.47,"604,031,623,433",21871
CAN-1995,CAN,Canada,1995,female,55-74 ,157,2403700,6.53,"604,031,623,433",21871
CAN-1995,CAN,Canada,1995,female,25-34 ,141,2431800,5.8,"604,031,623,433",21871
CAN-1995,CAN,Canada,1995,female,15-24 ,96,1972700,4.87,"604,031,623,433",21871
CAN-1995,CAN,Canada,1995,female,75+ ,34,921200,3.69,"604,031,623,433",21871
CAN-1995,CAN,Canada,1995,male,5-14 ,22,2045200,1.08,"604,031,623,433",21871
CAN-1995,CAN,Canada,1995,female,5-14 ,21,1956700,1.07,"604,031,623,433",21871
CAN-1996,CAN,Canada,1996,male,75+ ,162,555800,29.15,"628,546,387,972",22686
CAN-1996,CAN,Canada,1996,male,35-54 ,1273,4393100,28.98,"628,546,387,972",22686
CAN-1996,CAN,Canada,1996,male,25-34 ,630,2399900,26.25,"628,546,387,972",22686
CAN-1996,CAN,Canada,1996,male,15-24 ,490,2058900,23.8,"628,546,387,972",22686
CAN-1996,CAN,Canada,1996,male,55-74 ,506,2212300,22.87,"628,546,387,972",22686
CAN-1996,CAN,Canada,1996,female,35-54 ,434,4396400,9.87,"628,546,387,972",22686
CAN-1996,CAN,Canada,1996,female,55-74 ,144,2417100,5.96,"628,546,387,972",22686
CAN-1996,CAN,Canada,1996,female,25-34 ,137,2346000,5.84,"628,546,387,972",22686
CAN-1996,CAN,Canada,1996,female,15-24 ,91,1964700,4.63,"628,546,387,972",22686
CAN-1996,CAN,Canada,1996,female,75+ ,33,935900,3.53,"628,546,387,972",22686
CAN-1996,CAN,Canada,1996,male,5-14 ,32,2064700,1.55,"628,546,387,972",22686
CAN-1996,CAN,Canada,1996,female,5-14 ,9,1961800,0.46,"628,546,387,972",22686
CAN-1997,CAN,Canada,1997,male,35-54 ,1230,4525200,27.18,"652,825,364,726",23245
CAN-1997,CAN,Canada,1997,male,75+ ,156,578100,26.98,"652,825,364,726",23245
CAN-1997,CAN,Canada,1997,male,25-34 ,535,2359600,22.67,"652,825,364,726",23245
CAN-1997,CAN,Canada,1997,male,15-24 ,464,2076000,22.35,"652,825,364,726",23245
CAN-1997,CAN,Canada,1997,male,55-74 ,490,2249500,21.78,"652,825,364,726",23245
CAN-1997,CAN,Canada,1997,female,35-54 ,356,4525500,7.87,"652,825,364,726",23245
CAN-1997,CAN,Canada,1997,female,25-34 ,136,2308000,5.89,"652,825,364,726",23245
CAN-1997,CAN,Canada,1997,female,55-74 ,131,2446100,5.36,"652,825,364,726",23245
CAN-1997,CAN,Canada,1997,female,15-24 ,90,1980900,4.54,"652,825,364,726",23245
CAN-1997,CAN,Canada,1997,female,75+ ,42,970900,4.33,"652,825,364,726",23245
CAN-1997,CAN,Canada,1997,male,5-14 ,39,2084500,1.87,"652,825,364,726",23245
CAN-1997,CAN,Canada,1997,female,5-14 ,12,1980800,0.61,"652,825,364,726",23245
CAN-1998,CAN,Canada,1998,male,35-54 ,1226,4637556,26.44,"631,813,279,407",22268
CAN-1998,CAN,Canada,1998,male,25-34 ,568,2301724,24.68,"631,813,279,407",22268
CAN-1998,CAN,Canada,1998,male,75+ ,147,599107,24.54,"631,813,279,407",22268
CAN-1998,CAN,Canada,1998,male,15-24 ,457,2090656,21.86,"631,813,279,407",22268
CAN-1998,CAN,Canada,1998,male,55-74 ,497,2294107,21.66,"631,813,279,407",22268
CAN-1998,CAN,Canada,1998,female,35-54 ,341,4634299,7.36,"631,813,279,407",22268
CAN-1998,CAN,Canada,1998,female,25-34 ,133,2251763,5.91,"631,813,279,407",22268
CAN-1998,CAN,Canada,1998,female,15-24 ,105,1993396,5.27,"631,813,279,407",22268
CAN-1998,CAN,Canada,1998,female,55-74 ,129,2483325,5.19,"631,813,279,407",22268
CAN-1998,CAN,Canada,1998,female,75+ ,50,1003373,4.98,"631,813,279,407",22268
CAN-1998,CAN,Canada,1998,male,5-14 ,30,2094080,1.43,"631,813,279,407",22268
CAN-1998,CAN,Canada,1998,female,5-14 ,16,1989150,0.8,"631,813,279,407",22268
CAN-1999,CAN,Canada,1999,male,35-54 ,1442,4743615,30.4,"676,082,654,641",23572
CAN-1999,CAN,Canada,1999,male,25-34 ,614,2254396,27.24,"676,082,654,641",23572
CAN-1999,CAN,Canada,1999,male,75+ ,155,620972,24.96,"676,082,654,641",23572
CAN-1999,CAN,Canada,1999,male,55-74 ,520,2341132,22.21,"676,082,654,641",23572
CAN-1999,CAN,Canada,1999,male,15-24 ,468,2112560,22.15,"676,082,654,641",23572
CAN-1999,CAN,Canada,1999,female,35-54 ,435,4736367,9.18,"676,082,654,641",23572
CAN-1999,CAN,Canada,1999,female,55-74 ,147,2523439,5.83,"676,082,654,641",23572
CAN-1999,CAN,Canada,1999,female,25-34 ,118,2206484,5.35,"676,082,654,641",23572
CAN-1999,CAN,Canada,1999,female,75+ ,53,1037189,5.11,"676,082,654,641",23572
CAN-1999,CAN,Canada,1999,female,15-24 ,90,2014044,4.47,"676,082,654,641",23572
CAN-1999,CAN,Canada,1999,male,5-14 ,25,2098556,1.19,"676,082,654,641",23572
CAN-1999,CAN,Canada,1999,female,5-14 ,7,1992889,0.35,"676,082,654,641",23572
CAN-2000,CAN,Canada,2000,male,35-54 ,1254,4840239,25.91,"742,293,448,253",25589
CAN-2000,CAN,Canada,2000,male,75+ ,146,644375,22.66,"742,293,448,253",25589
CAN-2000,CAN,Canada,2000,male,25-34 ,484,2226742,21.74,"742,293,448,253",25589
CAN-2000,CAN,Canada,2000,male,15-24 ,430,2131117,20.18,"742,293,448,253",25589
CAN-2000,CAN,Canada,2000,male,55-74 ,455,2390741,19.03,"742,293,448,253",25589
CAN-2000,CAN,Canada,2000,female,35-54 ,393,4830067,8.14,"742,293,448,253",25589
CAN-2000,CAN,Canada,2000,female,15-24 ,112,2030972,5.51,"742,293,448,253",25589
CAN-2000,CAN,Canada,2000,female,25-34 ,119,2177984,5.46,"742,293,448,253",25589
CAN-2000,CAN,Canada,2000,female,55-74 ,137,2567097,5.34,"742,293,448,253",25589
CAN-2000,CAN,Canada,2000,female,75+ ,30,1071636,2.8,"742,293,448,253",25589
CAN-2000,CAN,Canada,2000,male,5-14 ,29,2101448,1.38,"742,293,448,253",25589
CAN-2000,CAN,Canada,2000,female,5-14 ,17,1996147,0.85,"742,293,448,253",25589
CAN-2001,CAN,Canada,2001,male,35-54 ,1347,4892041,27.53,"736,379,777,893",25165
CAN-2001,CAN,Canada,2001,male,25-34 ,500,2182409,22.91,"736,379,777,893",25165
CAN-2001,CAN,Canada,2001,male,75+ ,131,665842,19.67,"736,379,777,893",25165
CAN-2001,CAN,Canada,2001,male,55-74 ,481,2458947,19.56,"736,379,777,893",25165
CAN-2001,CAN,Canada,2001,male,15-24 ,398,2168038,18.36,"736,379,777,893",25165
CAN-2001,CAN,Canada,2001,female,35-54 ,392,4894497,8.01,"736,379,777,893",25165
CAN-2001,CAN,Canada,2001,female,55-74 ,161,2618587,6.15,"736,379,777,893",25165
CAN-2001,CAN,Canada,2001,female,25-34 ,114,2130957,5.35,"736,379,777,893",25165
CAN-2001,CAN,Canada,2001,female,15-24 ,105,2059190,5.1,"736,379,777,893",25165
CAN-2001,CAN,Canada,2001,female,75+ ,38,1096205,3.47,"736,379,777,893",25165
CAN-2001,CAN,Canada,2001,male,5-14 ,14,2096912,0.67,"736,379,777,893",25165
CAN-2001,CAN,Canada,2001,female,5-14 ,13,1998430,0.65,"736,379,777,893",25165
CAN-2002,CAN,Canada,2002,male,35-54 ,1292,4926984,26.22,"757,950,678,647",25570
CAN-2002,CAN,Canada,2002,male,75+ ,164,691551,23.71,"757,950,678,647",25570
CAN-2002,CAN,Canada,2002,male,25-34 ,466,2194450,21.24,"757,950,678,647",25570
CAN-2002,CAN,Canada,2002,male,55-74 ,527,2550479,20.66,"757,950,678,647",25570
CAN-2002,CAN,Canada,2002,male,15-24 ,384,2192632,17.51,"757,950,678,647",25570
CAN-2002,CAN,Canada,2002,female,35-54 ,370,4929966,7.51,"757,950,678,647",25570
CAN-2002,CAN,Canada,2002,female,25-34 ,124,2142391,5.79,"757,950,678,647",25570
CAN-2002,CAN,Canada,2002,female,55-74 ,150,2707035,5.54,"757,950,678,647",25570
CAN-2002,CAN,Canada,2002,female,15-24 ,108,2084984,5.18,"757,950,678,647",25570
CAN-2002,CAN,Canada,2002,female,75+ ,30,1126677,2.66,"757,950,678,647",25570
CAN-2002,CAN,Canada,2002,male,5-14 ,18,2097593,0.86,"757,950,678,647",25570
CAN-2002,CAN,Canada,2002,female,5-14 ,17,1997372,0.85,"757,950,678,647",25570
CAN-2003,CAN,Canada,2003,male,35-54 ,1317,4950960,26.6,"892,380,986,368",29787
CAN-2003,CAN,Canada,2003,male,55-74 ,581,2636917,22.03,"892,380,986,368",29787
CAN-2003,CAN,Canada,2003,male,75+ ,151,718916,21.0,"892,380,986,368",29787
CAN-2003,CAN,Canada,2003,male,25-34 ,426,2205120,19.32,"892,380,986,368",29787
CAN-2003,CAN,Canada,2003,male,15-24 ,409,2211023,18.5,"892,380,986,368",29787
CAN-2003,CAN,Canada,2003,female,35-54 ,438,4956221,8.84,"892,380,986,368",29787
CAN-2003,CAN,Canada,2003,female,15-24 ,113,2103731,5.37,"892,380,986,368",29787
CAN-2003,CAN,Canada,2003,female,25-34 ,114,2151969,5.3,"892,380,986,368",29787
CAN-2003,CAN,Canada,2003,female,55-74 ,145,2792599,5.19,"892,380,986,368",29787
CAN-2003,CAN,Canada,2003,female,75+ ,44,1156073,3.81,"892,380,986,368",29787
CAN-2003,CAN,Canada,2003,male,5-14 ,19,2087408,0.91,"892,380,986,368",29787
CAN-2003,CAN,Canada,2003,female,5-14 ,8,1987896,0.4,"892,380,986,368",29787
CAN-2004,CAN,Canada,2004,male,35-54 ,1210,4982932,24.28,"1,023,196,003,075",33787
CAN-2004,CAN,Canada,2004,male,25-34 ,477,2220407,21.48,"1,023,196,003,075",33787
CAN-2004,CAN,Canada,2004,male,75+ ,154,744741,20.68,"1,023,196,003,075",33787
CAN-2004,CAN,Canada,2004,male,55-74 ,497,2721795,18.26,"1,023,196,003,075",33787
CAN-2004,CAN,Canada,2004,male,15-24 ,379,2230355,16.99,"1,023,196,003,075",33787
CAN-2004,CAN,Canada,2004,female,35-54 ,428,4986017,8.58,"1,023,196,003,075",33787
CAN-2004,CAN,Canada,2004,female,55-74 ,181,2879432,6.29,"1,023,196,003,075",33787
CAN-2004,CAN,Canada,2004,female,25-34 ,114,2169563,5.25,"1,023,196,003,075",33787
CAN-2004,CAN,Canada,2004,female,15-24 ,101,2124167,4.75,"1,023,196,003,075",33787
CAN-2004,CAN,Canada,2004,female,75+ ,44,1183549,3.72,"1,023,196,003,075",33787
CAN-2004,CAN,Canada,2004,male,5-14 ,17,2069874,0.82,"1,023,196,003,075",33787
CAN-2004,CAN,Canada,2004,female,5-14 ,11,1971134,0.56,"1,023,196,003,075",33787
CAN-2005,CAN,Canada,2005,male,35-54 ,1341,5018957,26.72,"1,169,357,979,865",38218
CAN-2005,CAN,Canada,2005,male,75+ ,165,772032,21.37,"1,169,357,979,865",38218
CAN-2005,CAN,Canada,2005,male,55-74 ,539,2802901,19.23,"1,169,357,979,865",38218
CAN-2005,CAN,Canada,2005,male,25-34 ,415,2236320,18.56,"1,169,357,979,865",38218
CAN-2005,CAN,Canada,2005,male,15-24 ,378,2249377,16.8,"1,169,357,979,865",38218
CAN-2005,CAN,Canada,2005,female,35-54 ,418,5018764,8.33,"1,169,357,979,865",38218
CAN-2005,CAN,Canada,2005,female,15-24 ,131,2144094,6.11,"1,169,357,979,865",38218
CAN-2005,CAN,Canada,2005,female,55-74 ,158,2961910,5.33,"1,169,357,979,865",38218
CAN-2005,CAN,Canada,2005,female,75+ ,58,1211769,4.79,"1,169,357,979,865",38218
CAN-2005,CAN,Canada,2005,female,25-34 ,96,2188897,4.39,"1,169,357,979,865",38218
CAN-2005,CAN,Canada,2005,female,5-14 ,25,1947297,1.28,"1,169,357,979,865",38218
CAN-2005,CAN,Canada,2005,male,5-14 ,19,2044772,0.93,"1,169,357,979,865",38218
CAN-2006,CAN,Canada,2006,male,35-54 ,1202,5050497,23.8,"1,315,415,197,461",42566
CAN-2006,CAN,Canada,2006,male,75+ ,188,806380,23.31,"1,315,415,197,461",42566
CAN-2006,CAN,Canada,2006,male,55-74 ,599,2910932,20.58,"1,315,415,197,461",42566
CAN-2006,CAN,Canada,2006,male,25-34 ,362,2220384,16.3,"1,315,415,197,461",42566
CAN-2006,CAN,Canada,2006,male,15-24 ,331,2288073,14.47,"1,315,415,197,461",42566
CAN-2006,CAN,Canada,2006,female,35-54 ,362,5021174,7.21,"1,315,415,197,461",42566
CAN-2006,CAN,Canada,2006,female,55-74 ,187,3071300,6.09,"1,315,415,197,461",42566
CAN-2006,CAN,Canada,2006,female,25-34 ,118,2177957,5.42,"1,315,415,197,461",42566
CAN-2006,CAN,Canada,2006,female,15-24 ,86,2179623,3.95,"1,315,415,197,461",42566
CAN-2006,CAN,Canada,2006,female,75+ ,46,1241475,3.71,"1,315,415,197,461",42566
CAN-2006,CAN,Canada,2006,female,5-14 ,18,1920311,0.94,"1,315,415,197,461",42566
CAN-2006,CAN,Canada,2006,male,5-14 ,13,2014856,0.65,"1,315,415,197,461",42566
CAN-2007,CAN,Canada,2007,male,35-54 ,1224,5064536,24.17,"1,464,977,190,206",46890
CAN-2007,CAN,Canada,2007,male,75+ ,183,837259,21.86,"1,464,977,190,206",46890
CAN-2007,CAN,Canada,2007,male,25-34 ,404,2250433,17.95,"1,464,977,190,206",46890
CAN-2007,CAN,Canada,2007,male,55-74 ,539,3006062,17.93,"1,464,977,190,206",46890
CAN-2007,CAN,Canada,2007,male,15-24 ,359,2318148,15.49,"1,464,977,190,206",46890
CAN-2007,CAN,Canada,2007,female,35-54 ,400,5030803,7.95,"1,464,977,190,206",46890
CAN-2007,CAN,Canada,2007,female,55-74 ,188,3170541,5.93,"1,464,977,190,206",46890
CAN-2007,CAN,Canada,2007,female,15-24 ,116,2206555,5.26,"1,464,977,190,206",46890
CAN-2007,CAN,Canada,2007,female,25-34 ,113,2212210,5.11,"1,464,977,190,206",46890
CAN-2007,CAN,Canada,2007,female,75+ ,52,1269438,4.1,"1,464,977,190,206",46890
CAN-2007,CAN,Canada,2007,male,5-14 ,18,1986129,0.91,"1,464,977,190,206",46890
CAN-2007,CAN,Canada,2007,female,5-14 ,15,1890517,0.79,"1,464,977,190,206",46890
CAN-2008,CAN,Canada,2008,male,35-54 ,1241,5076969,24.44,"1,549,131,208,997",49041
CAN-2008,CAN,Canada,2008,male,75+ ,192,866435,22.16,"1,549,131,208,997",49041
CAN-2008,CAN,Canada,2008,male,55-74 ,589,3107189,18.96,"1,549,131,208,997",49041
CAN-2008,CAN,Canada,2008,male,25-34 ,395,2286010,17.28,"1,549,131,208,997",49041
CAN-2008,CAN,Canada,2008,male,15-24 ,344,2341539,14.69,"1,549,131,208,997",49041
CAN-2008,CAN,Canada,2008,female,35-54 ,413,5038500,8.2,"1,549,131,208,997",49041
CAN-2008,CAN,Canada,2008,female,55-74 ,231,3276332,7.05,"1,549,131,208,997",49041
CAN-2008,CAN,Canada,2008,female,15-24 ,119,2227003,5.34,"1,549,131,208,997",49041
CAN-2008,CAN,Canada,2008,female,25-34 ,118,2251723,5.24,"1,549,131,208,997",49041
CAN-2008,CAN,Canada,2008,female,75+ ,38,1296269,2.93,"1,549,131,208,997",49041
CAN-2008,CAN,Canada,2008,male,5-14 ,16,1959155,0.82,"1,549,131,208,997",49041
CAN-2008,CAN,Canada,2008,female,5-14 ,9,1861517,0.48,"1,549,131,208,997",49041
CAN-2009,CAN,Canada,2009,male,35-54 ,1328,5085328,26.11,"1,371,153,004,986",42933
CAN-2009,CAN,Canada,2009,male,55-74 ,680,3216246,21.14,"1,371,153,004,986",42933
CAN-2009,CAN,Canada,2009,male,75+ ,182,893202,20.38,"1,371,153,004,986",42933
CAN-2009,CAN,Canada,2009,male,25-34 ,437,2325144,18.79,"1,371,153,004,986",42933
CAN-2009,CAN,Canada,2009,male,15-24 ,349,2355316,14.82,"1,371,153,004,986",42933
CAN-2009,CAN,Canada,2009,female,35-54 ,402,5043261,7.97,"1,371,153,004,986",42933
CAN-2009,CAN,Canada,2009,female,15-24 ,130,2238546,5.81,"1,371,153,004,986",42933
CAN-2009,CAN,Canada,2009,female,55-74 ,192,3389717,5.66,"1,371,153,004,986",42933
CAN-2009,CAN,Canada,2009,female,25-34 ,119,2293665,5.19,"1,371,153,004,986",42933
CAN-2009,CAN,Canada,2009,female,75+ ,46,1322098,3.48,"1,371,153,004,986",42933
CAN-2009,CAN,Canada,2009,male,5-14 ,13,1937420,0.67,"1,371,153,004,986",42933
CAN-2009,CAN,Canada,2009,female,5-14 ,12,1837414,0.65,"1,371,153,004,986",42933
CAN-2010,CAN,Canada,2010,male,35-54 ,1292,5088099,25.39,"1,613,464,422,811",49974
CAN-2010,CAN,Canada,2010,male,75+ ,200,917671,21.79,"1,613,464,422,811",49974
CAN-2010,CAN,Canada,2010,male,55-74 ,690,3333897,20.7,"1,613,464,422,811",49974
CAN-2010,CAN,Canada,2010,male,25-34 ,409,2366854,17.28,"1,613,464,422,811",49974
CAN-2010,CAN,Canada,2010,male,15-24 ,371,2357806,15.73,"1,613,464,422,811",49974
CAN-2010,CAN,Canada,2010,female,35-54 ,402,5044926,7.97,"1,613,464,422,811",49974
CAN-2010,CAN,Canada,2010,female,55-74 ,237,3510692,6.75,"1,613,464,422,811",49974
CAN-2010,CAN,Canada,2010,female,25-34 ,154,2335884,6.59,"1,613,464,422,811",49974
CAN-2010,CAN,Canada,2010,female,15-24 ,115,2239759,5.13,"1,613,464,422,811",49974
CAN-2010,CAN,Canada,2010,female,75+ ,49,1347679,3.64,"1,613,464,422,811",49974
CAN-2010,CAN,Canada,2010,male,5-14 ,19,1922599,0.99,"1,613,464,422,811",49974
CAN-2010,CAN,Canada,2010,female,5-14 ,13,1820274,0.71,"1,613,464,422,811",49974
