LocationTime,LOCATION,INDICATOR,TIME,Value
ITA-2018,ITA,POVERTY,2018,0.142
ITA-2004,ITA,POVERTY,2004,0.105
ITA-2005,ITA,POVERTY,2005,0.111
ITA-2006,ITA,POVERTY,2006,0.107
ITA-2007,ITA,POVERTY,2007,0.102
ITA-2008,ITA,POVERTY,2008,0.103
ITA-2009,ITA,POVERTY,2009,0.109
ITA-2010,ITA,POVERTY,2010,0.127
ITA-2011,ITA,POVERTY,2011,0.122
ITA-2012,ITA,POVERTY,2012,0.129
ITA-2013,ITA,POVERTY,2013,0.134
ITA-2014,ITA,POVERTY,2014,0.136
ITA-2015,ITA,POVERTY,2015,0.148
ITA-2016,ITA,POVERTY,2016,0.138
ITA-2017,ITA,POVERTY,2017,0.14
ITA-2018,ITA,POVERTY,2018,0.142
KOR-2011,KOR,POVERTY,2011,0.186
KOR-2012,KOR,POVERTY,2012,0.183
KOR-2013,KOR,POVERTY,2013,0.184
KOR-2014,KOR,POVERTY,2014,0.182
KOR-2015,KOR,POVERTY,2015,0.175
KOR-2016,KOR,POVERTY,2016,0.176
KOR-2017,KOR,POVERTY,2017,0.173
KOR-2018,KOR,POVERTY,2018,0.167
KOR-2019,KOR,POVERTY,2019,0.163
KOR-2020,KOR,POVERTY,2020,0.153
KOR-2011,KOR,POVERTY,2011,0.14
KOR-2012,KOR,POVERTY,2012,0.139
KOR-2013,KOR,POVERTY,2013,0.138
KOR-2014,KOR,POVERTY,2014,0.137
KOR-2015,KOR,POVERTY,2015,0.129
KOR-2016,KOR,POVERTY,2016,0.129
KOR-2017,KOR,POVERTY,2017,0.126
KOR-2018,KOR,POVERTY,2018,0.118
KOR-2019,KOR,POVERTY,2019,0.111
KOR-2020,KOR,POVERTY,2020,0.106
LUX-2015,LUX,POVERTY,2015,0.137
LUX-2016,LUX,POVERTY,2016,0.132
LUX-2017,LUX,POVERTY,2017,0.139
LUX-2018,LUX,POVERTY,2018,0.16
LUX-2019,LUX,POVERTY,2019,0.153
LUX-2015,LUX,POVERTY,2015,0.109
LUX-2016,LUX,POVERTY,2016,0.111
LUX-2017,LUX,POVERTY,2017,0.122
LUX-2018,LUX,POVERTY,2018,0.114
LUX-2019,LUX,POVERTY,2019,0.105
LUX-2015,LUX,POVERTY,2015,0.109
LUX-2016,LUX,POVERTY,2016,0.112
LUX-2017,LUX,POVERTY,2017,0.119
LUX-2018,LUX,POVERTY,2018,0.109
LUX-2019,LUX,POVERTY,2019,0.1
MEX-2012,MEX,POVERTY,2012,0.227
MEX-2014,MEX,POVERTY,2014,0.197
MEX-2016,MEX,POVERTY,2016,0.199
MEX-2018,MEX,POVERTY,2018,0.192
MEX-2020,MEX,POVERTY,2020,0.199
MEX-2012,MEX,POVERTY,2012,0.189
MEX-2014,MEX,POVERTY,2014,0.167
MEX-2016,MEX,POVERTY,2016,0.166
MEX-2018,MEX,POVERTY,2018,0.159
MEX-2020,MEX,POVERTY,2020,0.166
MEX-2012,MEX,POVERTY,2012,0.159
MEX-2014,MEX,POVERTY,2014,0.139
MEX-2016,MEX,POVERTY,2016,0.138
MEX-2018,MEX,POVERTY,2018,0.129
MEX-2020,MEX,POVERTY,2020,0.147
NLD-2011,NLD,POVERTY,2011,0.092
NLD-2012,NLD,POVERTY,2012,0.097
NLD-2013,NLD,POVERTY,2013,0.101
NLD-2014,NLD,POVERTY,2014,0.103
NLD-2015,NLD,POVERTY,2015,0.1
NLD-2016,NLD,POVERTY,2016,0.103
NLD-2017,NLD,POVERTY,2017,0.099
NLD-2018,NLD,POVERTY,2018,0.099
NLD-2019,NLD,POVERTY,2019,0.101
NLD-2020,NLD,POVERTY,2020,0.104
NLD-2011,NLD,POVERTY,2011,0.072
NLD-2012,NLD,POVERTY,2012,0.074
NLD-2013,NLD,POVERTY,2013,0.078
NLD-2014,NLD,POVERTY,2014,0.077
NLD-2015,NLD,POVERTY,2015,0.077
NLD-2016,NLD,POVERTY,2016,0.081
NLD-2017,NLD,POVERTY,2017,0.079
NLD-2018,NLD,POVERTY,2018,0.078
NLD-2019,NLD,POVERTY,2019,0.08
NLD-2020,NLD,POVERTY,2020,0.083
NLD-2011,NLD,POVERTY,2011,0.076
NLD-2012,NLD,POVERTY,2012,0.078
NLD-2013,NLD,POVERTY,2013,0.081
NLD-2014,NLD,POVERTY,2014,0.08
NLD-2015,NLD,POVERTY,2015,0.081
NLD-2016,NLD,POVERTY,2016,0.083
NLD-2017,NLD,POVERTY,2017,0.08
NLD-2018,NLD,POVERTY,2018,0.079
NLD-2019,NLD,POVERTY,2019,0.08
NLD-2020,NLD,POVERTY,2020,0.083
NZL-2006,NZL,POVERTY,2006,0.154
NZL-2007,NZL,POVERTY,2007,0.159
NZL-2008,NZL,POVERTY,2008,0.156
NZL-2009,NZL,POVERTY,2009,0.155
NZL-2010,NZL,POVERTY,2010,0.163
NZL-2011,NZL,POVERTY,2011,0.167
NZL-2012,NZL,POVERTY,2012,0.177
NZL-2013,NZL,POVERTY,2013,0.167
NZL-2014,NZL,POVERTY,2014,0.175
NZL-2015,NZL,POVERTY,2015,0.165
NZL-2016,NZL,POVERTY,2016,0.158
NZL-2017,NZL,POVERTY,2017,0.176
NZL-2018,NZL,POVERTY,2018,0.149
NZL-2019,NZL,POVERTY,2019,0.143
NZL-2020,NZL,POVERTY,2020,0.148
NZL-2006,NZL,POVERTY,2006,0.139
NZL-2007,NZL,POVERTY,2007,0.142
NZL-2008,NZL,POVERTY,2008,0.136
NZL-2009,NZL,POVERTY,2009,0.142
NZL-2010,NZL,POVERTY,2010,0.13
NZL-2011,NZL,POVERTY,2011,0.137
NZL-2012,NZL,POVERTY,2012,0.149
NZL-2013,NZL,POVERTY,2013,0.141
NZL-2014,NZL,POVERTY,2014,0.146
NZL-2015,NZL,POVERTY,2015,0.13
NZL-2016,NZL,POVERTY,2016,0.141
NZL-2017,NZL,POVERTY,2017,0.153
NZL-2018,NZL,POVERTY,2018,0.137
NZL-2019,NZL,POVERTY,2019,0.129
NZL-2020,NZL,POVERTY,2020,0.124
NZL-2006,NZL,POVERTY,2006,0.116
NZL-2007,NZL,POVERTY,2007,0.116
NZL-2008,NZL,POVERTY,2008,0.113
NZL-2009,NZL,POVERTY,2009,0.12
NZL-2010,NZL,POVERTY,2010,0.116
NZL-2011,NZL,POVERTY,2011,0.119
NZL-2012,NZL,POVERTY,2012,0.123
NZL-2013,NZL,POVERTY,2013,0.118
NZL-2014,NZL,POVERTY,2014,0.12
NZL-2015,NZL,POVERTY,2015,0.119
NZL-2016,NZL,POVERTY,2016,0.115
NZL-2017,NZL,POVERTY,2017,0.117
NZL-2018,NZL,POVERTY,2018,0.113
NZL-2019,NZL,POVERTY,2019,0.108
NZL-2020,NZL,POVERTY,2020,0.105
NOR-2004,NOR,POVERTY,2004,0.04
NOR-2008,NOR,POVERTY,2008,0.055
NOR-2009,NOR,POVERTY,2009,0.049
NOR-2010,NOR,POVERTY,2010,0.051
NOR-2011,NOR,POVERTY,2011,0.053
NOR-2012,NOR,POVERTY,2012,0.059
NOR-2013,NOR,POVERTY,2013,0.068
NOR-2014,NOR,POVERTY,2014,0.072
NOR-2015,NOR,POVERTY,2015,0.073
NOR-2016,NOR,POVERTY,2016,0.077
NOR-2017,NOR,POVERTY,2017,0.08
NOR-2018,NOR,POVERTY,2018,0.081
NOR-2019,NOR,POVERTY,2019,0.079
NOR-2020,NOR,POVERTY,2020,0.076
NOR-2004,NOR,POVERTY,2004,0.069
NOR-2008,NOR,POVERTY,2008,0.078
NOR-2009,NOR,POVERTY,2009,0.075
NOR-2010,NOR,POVERTY,2010,0.075
NOR-2011,NOR,POVERTY,2011,0.077
NOR-2012,NOR,POVERTY,2012,0.081
NOR-2013,NOR,POVERTY,2013,0.078
NOR-2014,NOR,POVERTY,2014,0.081
NOR-2015,NOR,POVERTY,2015,0.081
NOR-2016,NOR,POVERTY,2016,0.082
NOR-2017,NOR,POVERTY,2017,0.084
NOR-2018,NOR,POVERTY,2018,0.084
NOR-2019,NOR,POVERTY,2019,0.084
NOR-2020,NOR,POVERTY,2020,0.084
NOR-2004,NOR,POVERTY,2004,0.075
NOR-2008,NOR,POVERTY,2008,0.086
NOR-2009,NOR,POVERTY,2009,0.086
NOR-2010,NOR,POVERTY,2010,0.088
NOR-2011,NOR,POVERTY,2011,0.093
NOR-2012,NOR,POVERTY,2012,0.097
NOR-2013,NOR,POVERTY,2013,0.09
NOR-2014,NOR,POVERTY,2014,0.093
NOR-2015,NOR,POVERTY,2015,0.093
NOR-2016,NOR,POVERTY,2016,0.093
NOR-2017,NOR,POVERTY,2017,0.095
NOR-2018,NOR,POVERTY,2018,0.096
NOR-2019,NOR,POVERTY,2019,0.096
NOR-2020,NOR,POVERTY,2020,0.097
POL-2005,POL,POVERTY,2005,0.179
POL-2006,POL,POVERTY,2006,0.154
POL-2007,POL,POVERTY,2007,0.125
POL-2008,POL,POVERTY,2008,0.138
POL-2009,POL,POVERTY,2009,0.137
POL-2010,POL,POVERTY,2010,0.133
POL-2011,POL,POVERTY,2011,0.125
POL-2012,POL,POVERTY,2012,0.129
POL-2013,POL,POVERTY,2013,0.135
POL-2014,POL,POVERTY,2014,0.129
POL-2015,POL,POVERTY,2015,0.135
POL-2016,POL,POVERTY,2016,0.093
POL-2017,POL,POVERTY,2017,0.068
POL-2018,POL,POVERTY,2018,0.074
POL-2005,POL,POVERTY,2005,0.124
POL-2006,POL,POVERTY,2006,0.11
POL-2007,POL,POVERTY,2007,0.096
POL-2008,POL,POVERTY,2008,0.107
POL-2009,POL,POVERTY,2009,0.108
POL-2010,POL,POVERTY,2010,0.107
POL-2011,POL,POVERTY,2011,0.106
POL-2012,POL,POVERTY,2012,0.104
POL-2013,POL,POVERTY,2013,0.106
POL-2014,POL,POVERTY,2014,0.104
POL-2015,POL,POVERTY,2015,0.111
POL-2016,POL,POVERTY,2016,0.103
POL-2017,POL,POVERTY,2017,0.096
POL-2018,POL,POVERTY,2018,0.098
POL-2005,POL,POVERTY,2005,0.122
POL-2006,POL,POVERTY,2006,0.109
POL-2007,POL,POVERTY,2007,0.091
POL-2008,POL,POVERTY,2008,0.1
POL-2009,POL,POVERTY,2009,0.101
POL-2010,POL,POVERTY,2010,0.102
POL-2011,POL,POVERTY,2011,0.102
POL-2012,POL,POVERTY,2012,0.101
POL-2013,POL,POVERTY,2013,0.104
POL-2014,POL,POVERTY,2014,0.104
POL-2015,POL,POVERTY,2015,0.11
POL-2016,POL,POVERTY,2016,0.107
POL-2017,POL,POVERTY,2017,0.1
POL-2018,POL,POVERTY,2018,0.097
PRT-2004,PRT,POVERTY,2004,0.167
PRT-2005,PRT,POVERTY,2005,0.145
PRT-2006,PRT,POVERTY,2006,0.148
PRT-2007,PRT,POVERTY,2007,0.171
PRT-2008,PRT,POVERTY,2008,0.153
PRT-2009,PRT,POVERTY,2009,0.144
PRT-2010,PRT,POVERTY,2010,0.155
PRT-2011,PRT,POVERTY,2011,0.157
PRT-2012,PRT,POVERTY,2012,0.178
PRT-2013,PRT,POVERTY,2013,0.183
PRT-2014,PRT,POVERTY,2014,0.182
PRT-2015,PRT,POVERTY,2015,0.155
PRT-2016,PRT,POVERTY,2016,0.155
PRT-2017,PRT,POVERTY,2017,0.122
PRT-2018,PRT,POVERTY,2018,0.122
PRT-2019,PRT,POVERTY,2019,0.131
PRT-2004,PRT,POVERTY,2004,0.132
PRT-2005,PRT,POVERTY,2005,0.126
PRT-2006,PRT,POVERTY,2006,0.124
PRT-2007,PRT,POVERTY,2007,0.128
PRT-2008,PRT,POVERTY,2008,0.113
PRT-2009,PRT,POVERTY,2009,0.116
PRT-2010,PRT,POVERTY,2010,0.109
PRT-2011,PRT,POVERTY,2011,0.114
PRT-2012,PRT,POVERTY,2012,0.13
PRT-2013,PRT,POVERTY,2013,0.135
PRT-2014,PRT,POVERTY,2014,0.135
PRT-2015,PRT,POVERTY,2015,0.125
PRT-2016,PRT,POVERTY,2016,0.125
PRT-2017,PRT,POVERTY,2017,0.107
PRT-2018,PRT,POVERTY,2018,0.104
PRT-2019,PRT,POVERTY,2019,0.106
PRT-2004,PRT,POVERTY,2004,0.11
PRT-2005,PRT,POVERTY,2005,0.107
PRT-2006,PRT,POVERTY,2006,0.106
PRT-2007,PRT,POVERTY,2007,0.112
PRT-2008,PRT,POVERTY,2008,0.1
PRT-2009,PRT,POVERTY,2009,0.106
PRT-2010,PRT,POVERTY,2010,0.101
PRT-2011,PRT,POVERTY,2011,0.111
PRT-2012,PRT,POVERTY,2012,0.129
PRT-2013,PRT,POVERTY,2013,0.133
PRT-2014,PRT,POVERTY,2014,0.133
PRT-2015,PRT,POVERTY,2015,0.123
PRT-2016,PRT,POVERTY,2016,0.126
PRT-2017,PRT,POVERTY,2017,0.105
PRT-2018,PRT,POVERTY,2018,0.103
PRT-2019,PRT,POVERTY,2019,0.098
SVK-2004,SVK,POVERTY,2004,0.113
SVK-2005,SVK,POVERTY,2005,0.095
SVK-2006,SVK,POVERTY,2006,0.095
SVK-2007,SVK,POVERTY,2007,0.095
SVK-2008,SVK,POVERTY,2008,0.099
SVK-2009,SVK,POVERTY,2009,0.124
SVK-2010,SVK,POVERTY,2010,0.122
SVK-2011,SVK,POVERTY,2011,0.126
SVK-2012,SVK,POVERTY,2012,0.149
SVK-2013,SVK,POVERTY,2013,0.138
SVK-2014,SVK,POVERTY,2014,0.145
SVK-2015,SVK,POVERTY,2015,0.149
SVK-2016,SVK,POVERTY,2016,0.139
SVK-2017,SVK,POVERTY,2017,0.118
SVK-2018,SVK,POVERTY,2018,0.124
SVK-2019,SVK,POVERTY,2019,0.124
SVK-2004,SVK,POVERTY,2004,0.083
SVK-2005,SVK,POVERTY,2005,0.072
SVK-2006,SVK,POVERTY,2006,0.065
SVK-2007,SVK,POVERTY,2007,0.069
SVK-2008,SVK,POVERTY,2008,0.072
SVK-2009,SVK,POVERTY,2009,0.079
SVK-2010,SVK,POVERTY,2010,0.08
SVK-2011,SVK,POVERTY,2011,0.082
SVK-2012,SVK,POVERTY,2012,0.085
SVK-2013,SVK,POVERTY,2013,0.085
SVK-2014,SVK,POVERTY,2014,0.088
SVK-2015,SVK,POVERTY,2015,0.085
SVK-2016,SVK,POVERTY,2016,0.085
SVK-2017,SVK,POVERTY,2017,0.073
SVK-2018,SVK,POVERTY,2018,0.077
SVK-2019,SVK,POVERTY,2019,0.078
SVK-2004,SVK,POVERTY,2004,0.077
SVK-2005,SVK,POVERTY,2005,0.065
SVK-2006,SVK,POVERTY,2006,0.055
SVK-2007,SVK,POVERTY,2007,0.057
SVK-2008,SVK,POVERTY,2008,0.061
SVK-2009,SVK,POVERTY,2009,0.072
SVK-2010,SVK,POVERTY,2010,0.077
SVK-2011,SVK,POVERTY,2011,0.075
SVK-2012,SVK,POVERTY,2012,0.075
SVK-2013,SVK,POVERTY,2013,0.08
SVK-2014,SVK,POVERTY,2014,0.082
SVK-2015,SVK,POVERTY,2015,0.077
SVK-2016,SVK,POVERTY,2016,0.078
SVK-2017,SVK,POVERTY,2017,0.066
SVK-2018,SVK,POVERTY,2018,0.071
SVK-2019,SVK,POVERTY,2019,0.069
ESP-2007,ESP,POVERTY,2007,0.198
ESP-2008,ESP,POVERTY,2008,0.21
ESP-2009,ESP,POVERTY,2009,0.216
ESP-2010,ESP,POVERTY,2010,0.203
ESP-2011,ESP,POVERTY,2011,0.212
ESP-2012,ESP,POVERTY,2012,0.21
ESP-2013,ESP,POVERTY,2013,0.234
ESP-2014,ESP,POVERTY,2014,0.227
ESP-2015,ESP,POVERTY,2015,0.221
ESP-2016,ESP,POVERTY,2016,0.22
ESP-2017,ESP,POVERTY,2017,0.196
ESP-2018,ESP,POVERTY,2018,0.193
ESP-2019,ESP,POVERTY,2019,0.209
ESP-2007,ESP,POVERTY,2007,0.144
ESP-2008,ESP,POVERTY,2008,0.146
ESP-2009,ESP,POVERTY,2009,0.148
ESP-2010,ESP,POVERTY,2010,0.139
ESP-2011,ESP,POVERTY,2011,0.147
ESP-2012,ESP,POVERTY,2012,0.141
ESP-2013,ESP,POVERTY,2013,0.159
ESP-2014,ESP,POVERTY,2014,0.153
ESP-2015,ESP,POVERTY,2015,0.153
ESP-2016,ESP,POVERTY,2016,0.156
ESP-2017,ESP,POVERTY,2017,0.148
ESP-2018,ESP,POVERTY,2018,0.142
ESP-2019,ESP,POVERTY,2019,0.147
ESP-2007,ESP,POVERTY,2007,0.117
ESP-2008,ESP,POVERTY,2008,0.119
ESP-2009,ESP,POVERTY,2009,0.125
ESP-2010,ESP,POVERTY,2010,0.127
ESP-2011,ESP,POVERTY,2011,0.142
ESP-2012,ESP,POVERTY,2012,0.139
ESP-2013,ESP,POVERTY,2013,0.165
ESP-2014,ESP,POVERTY,2014,0.158
ESP-2015,ESP,POVERTY,2015,0.159
ESP-2016,ESP,POVERTY,2016,0.154
ESP-2017,ESP,POVERTY,2017,0.147
ESP-2018,ESP,POVERTY,2018,0.138
ESP-2019,ESP,POVERTY,2019,0.138
SWE-2013,SWE,POVERTY,2013,0.087
SWE-2014,SWE,POVERTY,2014,0.089
SWE-2015,SWE,POVERTY,2015,0.088
SWE-2016,SWE,POVERTY,2016,0.085
SWE-2017,SWE,POVERTY,2017,0.093
SWE-2018,SWE,POVERTY,2018,0.088
SWE-2019,SWE,POVERTY,2019,0.093
SWE-2020,SWE,POVERTY,2020,0.088
SWE-2013,SWE,POVERTY,2013,0.084
SWE-2014,SWE,POVERTY,2014,0.087
SWE-2015,SWE,POVERTY,2015,0.089
SWE-2016,SWE,POVERTY,2016,0.088
SWE-2017,SWE,POVERTY,2017,0.093
SWE-2018,SWE,POVERTY,2018,0.087
SWE-2019,SWE,POVERTY,2019,0.091
SWE-2020,SWE,POVERTY,2020,0.088
SWE-2013,SWE,POVERTY,2013,0.082
SWE-2014,SWE,POVERTY,2014,0.083
SWE-2015,SWE,POVERTY,2015,0.082
SWE-2016,SWE,POVERTY,2016,0.082
SWE-2017,SWE,POVERTY,2017,0.086
SWE-2018,SWE,POVERTY,2018,0.08
SWE-2019,SWE,POVERTY,2019,0.084
SWE-2020,SWE,POVERTY,2020,0.085
CHE-2006,CHE,POVERTY,2006,0.11
CHE-2007,CHE,POVERTY,2007,0.099
CHE-2008,CHE,POVERTY,2008,0.097
CHE-2009,CHE,POVERTY,2009,0.098
CHE-2010,CHE,POVERTY,2010,0.093
CHE-2011,CHE,POVERTY,2011,0.11
CHE-2012,CHE,POVERTY,2012,0.08
CHE-2013,CHE,POVERTY,2013,0.071
CHE-2014,CHE,POVERTY,2014,0.099
CHE-2015,CHE,POVERTY,2015,0.095
CHE-2016,CHE,POVERTY,2016,0.109
CHE-2017,CHE,POVERTY,2017,0.12
CHE-2018,CHE,POVERTY,2018,0.108
CHE-2019,CHE,POVERTY,2019,0.114
CHE-2006,CHE,POVERTY,2006,0.097
CHE-2007,CHE,POVERTY,2007,0.094
CHE-2008,CHE,POVERTY,2008,0.097
CHE-2009,CHE,POVERTY,2009,0.094
CHE-2010,CHE,POVERTY,2010,0.094
CHE-2011,CHE,POVERTY,2011,0.105
CHE-2012,CHE,POVERTY,2012,0.091
CHE-2013,CHE,POVERTY,2013,0.086
CHE-2014,CHE,POVERTY,2014,0.099
CHE-2015,CHE,POVERTY,2015,0.091
CHE-2016,CHE,POVERTY,2016,0.104
CHE-2017,CHE,POVERTY,2017,0.092
CHE-2018,CHE,POVERTY,2018,0.105
CHE-2019,CHE,POVERTY,2019,0.099
CHE-2006,CHE,POVERTY,2006,0.077
CHE-2007,CHE,POVERTY,2007,0.068
CHE-2008,CHE,POVERTY,2008,0.063
CHE-2009,CHE,POVERTY,2009,0.067
CHE-2010,CHE,POVERTY,2010,0.068
CHE-2011,CHE,POVERTY,2011,0.073
CHE-2012,CHE,POVERTY,2012,0.062
CHE-2013,CHE,POVERTY,2013,0.063
CHE-2014,CHE,POVERTY,2014,0.075
CHE-2015,CHE,POVERTY,2015,0.064
CHE-2016,CHE,POVERTY,2016,0.078
CHE-2017,CHE,POVERTY,2017,0.066
CHE-2018,CHE,POVERTY,2018,0.076
CHE-2019,CHE,POVERTY,2019,0.072
TUR-2011,TUR,POVERTY,2011,0.275
TUR-2012,TUR,POVERTY,2012,0.263
TUR-2013,TUR,POVERTY,2013,0.252
TUR-2014,TUR,POVERTY,2014,0.253
TUR-2015,TUR,POVERTY,2015,0.253
TUR-2017,TUR,POVERTY,2017,0.227
TUR-2018,TUR,POVERTY,2018,0.227
TUR-2019,TUR,POVERTY,2019,0.224
TUR-2011,TUR,POVERTY,2011,0.186
TUR-2012,TUR,POVERTY,2012,0.177
TUR-2013,TUR,POVERTY,2013,0.171
TUR-2014,TUR,POVERTY,2014,0.173
TUR-2015,TUR,POVERTY,2015,0.172
TUR-2017,TUR,POVERTY,2017,0.144
TUR-2018,TUR,POVERTY,2018,0.144
TUR-2019,TUR,POVERTY,2019,0.15
TUR-2011,TUR,POVERTY,2011,0.143
TUR-2012,TUR,POVERTY,2012,0.136
TUR-2013,TUR,POVERTY,2013,0.131
TUR-2014,TUR,POVERTY,2014,0.134
TUR-2015,TUR,POVERTY,2015,0.135
TUR-2017,TUR,POVERTY,2017,0.109
TUR-2018,TUR,POVERTY,2018,0.111
TUR-2019,TUR,POVERTY,2019,0.119
GBR-2002,GBR,POVERTY,2002,0.144
GBR-2003,GBR,POVERTY,2003,0.141
GBR-2004,GBR,POVERTY,2004,0.131
GBR-2005,GBR,POVERTY,2005,0.138
GBR-2006,GBR,POVERTY,2006,0.144
GBR-2007,GBR,POVERTY,2007,0.141
GBR-2008,GBR,POVERTY,2008,0.136
GBR-2009,GBR,POVERTY,2009,0.121
GBR-2010,GBR,POVERTY,2010,0.105
GBR-2011,GBR,POVERTY,2011,0.102
GBR-2012,GBR,POVERTY,2012,0.104
GBR-2013,GBR,POVERTY,2013,0.099
GBR-2014,GBR,POVERTY,2014,0.11
GBR-2015,GBR,POVERTY,2015,0.112
GBR-2016,GBR,POVERTY,2016,0.118
GBR-2017,GBR,POVERTY,2017,0.129
GBR-2018,GBR,POVERTY,2018,0.124
GBR-2019,GBR,POVERTY,2019,0.141
GBR-2020,GBR,POVERTY,2020,0.119
GBR-2002,GBR,POVERTY,2002,0.126
GBR-2003,GBR,POVERTY,2003,0.124
GBR-2004,GBR,POVERTY,2004,0.116
GBR-2005,GBR,POVERTY,2005,0.12
GBR-2006,GBR,POVERTY,2006,0.126
GBR-2007,GBR,POVERTY,2007,0.128
GBR-2008,GBR,POVERTY,2008,0.123
GBR-2009,GBR,POVERTY,2009,0.112
GBR-2010,GBR,POVERTY,2010,0.11
GBR-2011,GBR,POVERTY,2011,0.104
GBR-2012,GBR,POVERTY,2012,0.105
GBR-2013,GBR,POVERTY,2013,0.104
GBR-2014,GBR,POVERTY,2014,0.105
GBR-2015,GBR,POVERTY,2015,0.109
GBR-2016,GBR,POVERTY,2016,0.111
GBR-2017,GBR,POVERTY,2017,0.119
GBR-2018,GBR,POVERTY,2018,0.117
GBR-2019,GBR,POVERTY,2019,0.124
GBR-2020,GBR,POVERTY,2020,0.112
GBR-2002,GBR,POVERTY,2002,0.103
GBR-2003,GBR,POVERTY,2003,0.102
GBR-2004,GBR,POVERTY,2004,0.096
GBR-2005,GBR,POVERTY,2005,0.102
GBR-2006,GBR,POVERTY,2006,0.104
GBR-2007,GBR,POVERTY,2007,0.109
GBR-2008,GBR,POVERTY,2008,0.108
GBR-2009,GBR,POVERTY,2009,0.101
GBR-2010,GBR,POVERTY,2010,0.103
GBR-2011,GBR,POVERTY,2011,0.097
GBR-2012,GBR,POVERTY,2012,0.098
GBR-2013,GBR,POVERTY,2013,0.098
GBR-2014,GBR,POVERTY,2014,0.097
GBR-2015,GBR,POVERTY,2015,0.1
GBR-2016,GBR,POVERTY,2016,0.101
GBR-2017,GBR,POVERTY,2017,0.106
GBR-2018,GBR,POVERTY,2018,0.106
GBR-2019,GBR,POVERTY,2019,0.11
GBR-2020,GBR,POVERTY,2020,0.104
USA-2013,USA,POVERTY,2013,0.205
USA-2014,USA,POVERTY,2014,0.202
USA-2015,USA,POVERTY,2015,0.199
USA-2016,USA,POVERTY,2016,0.209
USA-2017,USA,POVERTY,2017,0.212
USA-2018,USA,POVERTY,2018,0.211
USA-2019,USA,POVERTY,2019,0.21
USA-2020,USA,POVERTY,2020,0.188
USA-2013,USA,POVERTY,2013,0.172
USA-2014,USA,POVERTY,2014,0.175
USA-2015,USA,POVERTY,2015,0.168
USA-2016,USA,POVERTY,2016,0.178
USA-2017,USA,POVERTY,2017,0.178
USA-2018,USA,POVERTY,2018,0.181
USA-2019,USA,POVERTY,2019,0.18
USA-2020,USA,POVERTY,2020,0.166
USA-2013,USA,POVERTY,2013,0.153
USA-2014,USA,POVERTY,2014,0.157
USA-2015,USA,POVERTY,2015,0.148
USA-2016,USA,POVERTY,2016,0.155
USA-2017,USA,POVERTY,2017,0.154
USA-2018,USA,POVERTY,2018,0.158
USA-2019,USA,POVERTY,2019,0.157
USA-2020,USA,POVERTY,2020,0.144
EST-2013,EST,POVERTY,2013,0.141
EST-2014,EST,POVERTY,2014,0.15
EST-2015,EST,POVERTY,2015,0.121
EST-2016,EST,POVERTY,2016,0.098
EST-2017,EST,POVERTY,2017,0.098
EST-2018,EST,POVERTY,2018,0.103
EST-2019,EST,POVERTY,2019,0.087
EST-2013,EST,POVERTY,2013,0.158
EST-2014,EST,POVERTY,2014,0.157
EST-2015,EST,POVERTY,2015,0.16
EST-2016,EST,POVERTY,2016,0.158
EST-2017,EST,POVERTY,2017,0.158
EST-2018,EST,POVERTY,2018,0.163
EST-2019,EST,POVERTY,2019,0.149
EST-2013,EST,POVERTY,2013,0.146
EST-2014,EST,POVERTY,2014,0.132
EST-2015,EST,POVERTY,2015,0.128
EST-2016,EST,POVERTY,2016,0.119
EST-2017,EST,POVERTY,2017,0.116
EST-2018,EST,POVERTY,2018,0.119
EST-2019,EST,POVERTY,2019,0.111
ISR-2011,ISR,POVERTY,2011,0.238
ISR-2012,ISR,POVERTY,2012,0.245
ISR-2013,ISR,POVERTY,2013,0.243
ISR-2014,ISR,POVERTY,2014,0.243
ISR-2015,ISR,POVERTY,2015,0.255
ISR-2016,ISR,POVERTY,2016,0.232
ISR-2017,ISR,POVERTY,2017,0.237
ISR-2018,ISR,POVERTY,2018,0.222
ISR-2019,ISR,POVERTY,2019,0.22
ISR-2011,ISR,POVERTY,2011,0.181
ISR-2012,ISR,POVERTY,2012,0.184
ISR-2013,ISR,POVERTY,2013,0.186
ISR-2014,ISR,POVERTY,2014,0.186
ISR-2015,ISR,POVERTY,2015,0.195
ISR-2016,ISR,POVERTY,2016,0.177
ISR-2017,ISR,POVERTY,2017,0.179
ISR-2018,ISR,POVERTY,2018,0.169
ISR-2019,ISR,POVERTY,2019,0.173
ISR-2011,ISR,POVERTY,2011,0.141
ISR-2012,ISR,POVERTY,2012,0.147
ISR-2013,ISR,POVERTY,2013,0.145
ISR-2014,ISR,POVERTY,2014,0.147
ISR-2015,ISR,POVERTY,2015,0.159
ISR-2016,ISR,POVERTY,2016,0.143
ISR-2017,ISR,POVERTY,2017,0.141
ISR-2018,ISR,POVERTY,2018,0.132
ISR-2019,ISR,POVERTY,2019,0.143
SVN-2004,SVN,POVERTY,2004,0.069
SVN-2005,SVN,POVERTY,2005,0.061
SVN-2006,SVN,POVERTY,2006,0.07
SVN-2007,SVN,POVERTY,2007,0.069
SVN-2008,SVN,POVERTY,2008,0.074
SVN-2009,SVN,POVERTY,2009,0.08
SVN-2010,SVN,POVERTY,2010,0.095
SVN-2011,SVN,POVERTY,2011,0.08
SVN-2012,SVN,POVERTY,2012,0.089
SVN-2013,SVN,POVERTY,2013,0.098
