LocationTime,Suicide_val_TOT,Alcohol_val,Edu_val_BUPPSRY,Edu_val_TRY,Edu_val_UPPSRY,employment_val_TOT_PC_WKGPOP,employment_val_TOT_THND_PER,hSpend_val_COMPULSORY,hSpend_val_OOPEXP,hSpend_val_TOT,hSpend_val_VOLUNTARY,obesity_val,Poverty_Value_0_17,Poverty_Value_18_65,Poverty_Value_66MORE,Poverty_Value_TOT,smoking_val,Value_PRIV_PC_GDP,Value_PUB_PC_GDP,Value_PUB_USD_CAP,Value_PUBNET_PC_GDP,Value_TOTNET_PC_GDP,Social_spt_val,Work_Hour_Value_TOT
CZE-2012,15,11,7,19.277992,73.172829,66.55,4889,613.4083333333333,112.008,1048.732,119.07933333333334,0.0,0.082,0.05,0.023,0,22.9,0.962,19.827,6262.787,0.0,0,87,1776
CZE-2013,14,11,7,20.45986,72.360344,67.725,4937,712.4356666666667,115.763,1228.1255,139.64833333333334,0.0,0.101,0.055,0.026,0,22.2,0.746,20.677,6527.376,19.109,19,87,1764
CZE-2014,13,11,6,21.51013,71.679962,68.975,4974,736.52,125.43333333333334,1286.103,154.21533333333332,55.4,0.102,0.053,0.037,0,22.3,0.807,20.07,6470.469,0.0,0,87,1773
CZE-2015,12,11,6,22.186741,70.972054,70.225,5041,728.1759999999999,131.08599999999998,1276.0304999999998,155.84466666666668,0.0,0.104,0.058,0.042,0,18.2,0.769,19.273,6537.184,17.813,18,87,1751
CZE-2016,12,11,6,22.971544,70.455254,71.95,5138,759.1336666666667,139.12433333333334,1339.038,166.892,0.0,0.085,0.05,0.046,0,19.6,0.822,18.888,6555.336,0.0,0,87,1774
CZE-2017,12,11,6,23.927534,69.86615,73.625,5221,865.5136666666667,149.19266666666667,1488.4615,160.127,0.0,0.068,0.047,0.074,0,18.4,0.85,18.547,6754.051,17.186,17,87,1776
CZE-2018,12,11,6,24.262077,69.598511,74.825,5293,915.557,153.02700000000002,1567.9975000000002,163.10833333333332,0.0,0.064,0.048,0.104,0,21.1,0.0,18.759,0.0,0.0,0,87,1784
CZE-2019,10,11,6,24.212393,69.540031,75.125,5302,957.4703333333332,158.767,1639.9145,169.13933333333333,58.4,0.071,0.043,0.082,0,18.1,0.0,19.159,0.0,0.0,0,0,1786
CZE-2020,10,11,5,24.853664,69.199448,74.4,5234,1144.0176666666669,150.37866666666665,1907.1915,160.77700000000002,0.0,0.0,0.0,0.0,0,16.6,0.0,0.0,0.0,0.0,0,87,1703
DEU-1990,17,14,0,0.0,0.0,0.0,37217,460.786,70.14933333333333,866.1815,150.00133333333335,0.0,0.0,0.0,0.0,0,0.0,3.455,21.35,8177.169,0.0,0,0,0
DEU-1991,17,13,18,21.774984,60.040226,0.0,36870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3.108,22.303,7954.287,0.0,0,0,1554
DEU-1992,16,13,18,21.395245,60.520473,0.0,36389,564.6776666666667,79.32966666666665,1014.151,144.761,0.0,0.0,0.0,0.0,0,24.8,3.121,24.011,8671.244,0.0,0,0,1565
DEU-1993,15,13,0,0.0,0.0,0.0,35988,565.9613333333333,81.71266666666666,1024.65,150.477,0.0,0.0,0.0,0.0,0,0.0,3.11,24.718,8790.498,0.0,0,0,1540
DEU-1994,15,13,15,22.098492,61.907841,0.0,35756,607.4830000000001,86.49066666666666,1098.957,158.48833333333334,0.0,0.0,0.0,0.0,0,0.0,3.026,24.899,9044.132,0.0,0,0,1536
DEU-1995,15,13,16,22.59786,61.080135,0.0,35780,657.277,84.78533333333333,1179.338,162.28133333333332,0.0,0.0,0.0,0.0,0,24.3,3.161,25.248,9294.275,22.166,24,0,1530
DEU-1996,14,13,0,0.0,0.0,0.0,35636,697.8423333333334,88.899,1245.021,165.505,0.0,0.0,0.0,0.0,0,0.0,2.958,25.854,9575.268,0.0,0,0,1516
DEU-1997,14,13,16,22.643158,60.593426,0.0,35508,690.8363333333333,95.73633333333332,1252.959,177.803,0.0,0.0,0.0,0.0,0,0.0,2.83,25.443,9586.837,0.0,0,0,1507
DEU-1998,14,12,16,23.000015,60.76371,0.0,36061,704.0969999999999,103.20633333333336,1287.866,187.81866666666667,59.7,0.0,0.0,0.0,0,0.0,2.808,25.388,9766.48,0.0,0,0,1504
DEU-1999,13,12,18,22.895208,58.340797,0.0,36042,736.3159999999999,109.238,1353.8425,199.57900000000004,47.7,0.0,0.0,0.0,0,24.7,2.977,25.519,10004.991,24.276,26,0,1491
DEU-2000,13,12,18,23.498837,58.227329,0.0,36235,782.3666666666668,121.84,1452.7105,219.4403333333333,0.0,0.0,0.0,0.0,0,0.0,3.059,25.467,10271.102,0.0,0,0,1465
DEU-2001,13,12,17,23.222008,59.386391,0.0,36346,811.5496666666667,126.452,1509.6445,228.20833333333331,0.0,0.0,0.0,0.0,0,0.0,3.117,25.484,10443.072,24.083,25,0,1458
DEU-2002,13,12,17,23.427382,59.560257,0.0,36061,866.6866666666666,139.00733333333332,1624.977,249.9643333333333,0.0,0.0,0.0,0.0,0,0.0,3.099,26.163,10691.859,0.0,0,0,1448
DEU-2003,13,11,16,23.982014,59.395287,0.0,35753,884.1970000000001,145.71666666666667,1669.888,262.39,49.2,0.0,0.0,0.0,0,24.3,3.116,26.624,10808.243,25.181,27,0,1443
DEU-2004,12,11,16,24.931704,58.968838,0.0,35875,881.8639999999999,162.07500000000002,1700.8335000000002,285.358,0.0,0.0,0.0,0.0,0,0.0,3.054,26.02,10699.217,0.0,0,0,1442
DEU-2005,11,11,16,24.552816,58.554329,65.45,36361,889.0676666666667,164.96033333333335,1720.1335,291.0163333333333,49.6,0.0,0.0,0.0,0,23.2,2.94,26.38,10942.477,24.66,26,0,1432
DEU-2006,11,11,16,23.947578,59.289337,67.15,37172,918.482,176.072,1788.6205,307.265,0.0,0.0,0.0,0.0,0,0.0,2.79,25.106,10833.281,0.0,0,0,1453
DEU-2007,10,11,15,24.299988,60.115101,68.975,37988,964.193,183.6233333333333,1880.419,322.75333333333333,0.0,0.0,0.0,0.0,0,0.0,2.944,24.208,10780.939,22.403,24,0,1454
DEU-2008,10,11,14,25.400061,59.931107,70.1,38540,1017.0323333333332,189.33,1982.6935,338.097,0.0,0.084,0.085,0.107,0,0.0,3.217,24.353,10980.436,0.0,0,0,1447
DEU-2009,10,11,14,26.385326,59.094433,69.375,38470,1185.9793333333334,195.61966666666663,2084.752,237.18866666666668,51.4,0.0,0.0,0.0,0,21.9,3.465,26.8,11435.405,24.47,26,0,1405
DEU-2010,11,11,14,26.609148,59.201168,70.3,37992,1258.0776666666668,208.6773333333333,2217.083,253.311,0.0,0.0,0.0,0.0,0,0.0,3.406,26.046,11607.201,0.0,0,88,1425
DEU-2011,11,11,13,27.562323,58.688049,71.775,38785,1295.811,215.9103333333333,2288.728,263.3413333333333,0.0,0.08,0.087,0.09,0,0.0,3.421,24.745,11461.518,22.914,24,88,1426
DEU-2012,10,11,13,28.121572,58.179337,72.05,39125,1343.1940000000002,227.03033333333332,2378.1995,275.60600000000005,60.0,0.074,0.083,0.094,0,0.0,3.559,24.652,11444.532,0.0,0,88,1408
DEU-2013,11,11,13,28.47327,57.84753,72.525,39529,1414.7546666666667,222.5003333333333,2481.3375,272.804,52.4,0.098,0.091,0.084,0,20.9,3.658,24.834,11547.716,23.181,24,88,1396
DEU-2014,11,11,13,27.057884,59.845531,72.8,39869,1477.184,225.857,2581.3655,277.0653333333333,50.7,0.095,0.095,0.095,0,0.0,3.557,24.773,11725.214,0.0,0,88,1400
DEU-2015,10,11,13,27.638235,59.153015,73.0,40208,1517.2,233.59266666666667,2653.5795000000003,285.18666666666667,0.0,0.112,0.1,0.096,0,0.0,3.595,24.997,11919.518,23.402,24,88,1401
DEU-2016,10,11,13,28.291723,58.184765,73.675,41265,1624.9850000000004,247.36666666666667,2840.1485,301.78066666666666,0.0,0.123,0.102,0.096,0,0.0,3.637,25.254,12193.222,0.0,0,88,1395
DEU-2017,9,10,13,28.58337,57.93824,74.25,41661,1710.289,259.50766666666664,2990.7435,316.87333333333333,52.7,0.113,0.102,0.102,0,18.8,3.607,25.37,12466.523,23.757,25,88,1389
DEU-2018,10,10,13,29.065134,57.610046,74.9,41912,1792.7873333333334,278.4926666666667,3146.6485,338.3063333333333,0.0,0.111,0.097,0.091,0,0.0,0.0,25.342,0.0,0.0,0,88,1384
DEU-2019,9,10,13,29.900126,56.822407,75.65,42398,1825.822,290.44166666666666,3209.812,347.38633333333337,52.1,0.117,0.107,0.11,0,0.0,0.0,25.881,0.0,0.0,0,88,1381
DEU-2020,9,0,13,31.255043,54.85022,76.15579,41859,2000.155,292.31966666666665,3475.9025,350.44699999999995,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,88,1324
DNK-1990,25,12,0,0.0,0.0,0.0,2655,425.5293333333334,84.25099999999999,724.777,90.98866666666667,0.0,0.0,0.0,0.0,0,44.5,4.661,21.949,7946.749,0.0,0,0,1440
DNK-1991,23,12,38,18.318893,43.174759,0.0,2635,441.596,82.53766666666667,745.9835,89.05933333333333,0.0,0.0,0.0,0.0,0,44.0,4.943,22.404,8202.206,0.0,0,0,1437
DNK-1992,22,12,41,19.203054,39.704525,0.0,2636,459.1213333333333,88.21133333333334,781.1635,94.98733333333332,0.0,0.0,0.0,0.0,0,42.5,5.157,22.6,8408.1,0.0,0,0,1452
DNK-1993,23,12,0,0.0,0.0,0.0,2566,481.3516666666667,97.44599999999998,827.5915,103.70966666666668,0.0,0.0,0.0,0.0,0,42.0,5.732,23.791,8821.559,0.0,0,0,1448
DNK-1994,19,12,40,19.617189,40.365673,0.0,2537,494.921,103.91433333333336,858.294,110.60866666666664,0.0,0.0,0.0,0.0,0,37.0,5.641,25.424,9897.243,0.0,0,0,1406
DNK-1995,18,12,34,21.589775,43.889847,0.0,2602,498.38566666666674,101.85133333333332,861.4,109.21433333333334,0.0,0.0,0.0,0.0,0,35.5,5.098,25.513,10185.465,19.29,22,0,1419
DNK-1996,17,12,0,0.0,0.0,0.0,2627,524.6246666666667,107.06533333333334,910.919,115.988,0.0,0.0,0.0,0.0,0,34.0,4.876,24.946,10185.744,0.0,0,0,1412
DNK-1997,15,12,0,0.0,0.0,0.0,2681,544.4523333333333,112.41266666666668,949.716,122.01766666666668,0.0,0.0,0.0,0.0,0,32.0,4.614,24.156,10140.639,18.322,21,0,1428
DNK-1998,14,12,21,25.355267,53.155849,0.0,2693,545.9496666666668,116.77333333333333,960.868,127.96233333333332,0.0,0.0,0.0,0.0,0,31.0,4.206,23.741,10152.704,0.0,0,0,1441
DNK-1999,14,12,20,26.50436,53.12706,76.05,2707,634.8426666666667,116.885,1095.0055,128.494,0.0,0.0,0.0,0.0,0,31.0,3.977,24.547,10770.49,18.88,21,0,1456
DNK-2000,13,12,20,25.777601,54.003513,76.25,2722,679.768,125.60633333333334,1176.9095,138.17166666666665,41.7,0.0,0.0,0.0,0,30.5,3.866,23.765,10783.385,0.0,0,0,1465
DNK-2001,13,12,19,28.41186,52.25436,76.2,2725,717.5010000000001,130.03566666666666,1240.3815,142.75333333333333,0.0,0.0,0.0,0.0,0,29.5,3.849,24.29,11072.939,18.597,20,0,1468
DNK-2002,13,11,18,29.61084,51.480877,75.875,2715,787.8776666666668,138.465,1360.1855,152.24533333333332,0.0,0.0,0.0,0.0,0,28.0,3.927,24.804,11319.996,0.0,0,0,1462
DNK-2003,11,12,19,31.847263,48.705925,75.125,2692,792.1126666666665,137.42033333333333,1366.007,151.89166666666668,0.0,0.0,0.0,0.0,0,28.0,4.356,25.328,11573.89,19.511,22,0,1457
DNK-2004,12,11,18,32.848095,48.373722,75.675,2720,843.7489999999999,150.18133333333336,1464.8255,166.13533333333334,0.0,0.0,0.0,0.0,0,26.0,4.361,25.119,11756.602,0.0,0,0,1458
DNK-2005,11,11,18,33.544121,47.472664,75.9,2732,872.0749999999999,153.17533333333333,1512.0365,169.28266666666664,44.6,0.0,0.0,0.0,0,26.0,3.935,25.195,12031.897,19.456,21,0,1451
DNK-2006,12,11,18,34.719662,46.920448,77.375,2787,950.0796666666666,164.55466666666666,1649.1955,182.71733333333336,0.0,0.0,0.0,0.0,0,25.0,3.255,24.961,12345.391,0.0,0,0,1455
DNK-2007,10,11,25,30.903458,43.37455,77.0,2803,1024.704,178.25666666666666,1786.2054999999998,199.43266666666668,0.0,0.0,0.0,0.0,0,24.0,4.502,25.912,12877.764,20.28,22,0,1432
DNK-2008,11,11,24,31.126369,43.974297,76.325,2806,1088.678666666667,182.93,1893.609,207.061,0.0,0.0,0.0,0.0,0,23.0,4.11,26.324,12937.728,0.0,0,0,1430
DNK-2009,11,10,24,32.001427,43.86095,73.525,2718,1161.822,188.247,2013.413,213.78666666666663,0.0,0.0,0.0,0.0,0,19.0,5.081,29.282,13611.076,23.383,26,0,1417
DNK-2010,10,10,23,33.002644,43.707432,71.8,2661,1231.128333333333,200.27,2141.492,229.86666666666667,46.7,0.0,0.0,0.0,0,20.9,4.633,29.637,13972.907,0.0,0,93,1422
DNK-2011,10,11,22,33.662952,44.315609,71.625,2659,1226.7383333333332,203.11900000000003,2142.2745,234.778,0.0,0.035,0.066,0.058,0,0.0,4.465,29.776,14167.161,23.506,26,93,1436
DNK-2012,11,9,21,34.639698,44.194366,71.025,2644,1277.8393333333331,204.679,2221.9425,236.78933333333336,0.0,0.027,0.065,0.046,0,0.0,4.366,29.927,14217.996,0.0,0,93,1423
DNK-2013,10,10,20,35.204632,43.982452,70.775,2636,1305.2126666666668,206.264,2267.999,240.1203333333333,47.4,0.027,0.067,0.038,0,17.0,5.075,29.892,14277.778,23.543,26,93,1425
DNK-2014,11,10,21,35.667145,43.278736,71.1,2663,1325.1363333333334,209.32700000000003,2303.884,244.11966666666663,0.0,0.029,0.07,0.032,0,0.0,5.213,29.877,14424.687,0.0,0,93,1413
DNK-2015,9,9,20,36.565422,43.15395,71.975,2709,1358.5046666666665,217.002,2368.548,253.86066666666667,0.0,0.029,0.07,0.031,0,0.0,4.657,29.869,14657.153,23.492,26,93,1407
DNK-2016,9,10,19,37.766045,42.507889,72.675,2760,1406.1676666666665,225.86133333333336,2455.5955000000004,264.2293333333334,0.0,0.037,0.073,0.03,0,0.0,3.952,29.31,14727.797,0.0,0,93,1412
DNK-2017,9,9,19,38.889214,42.058323,73.225,2788,1461.7023333333334,238.40833333333333,2561.5285,279.31666666666666,51.0,0.047,0.075,0.03,0,16.9,3.805,29.164,14854.304,22.869,25,93,1404
DNK-2018,9,9,18,39.44791,41.61134,74.125,2832,1512.1873333333333,249.60766666666663,2658.401,293.41366666666664,0.0,0.049,0.077,0.036,0,0.0,0.0,28.684,0.0,0.0,0,93,1381
ESP-1990,8,12,0,0.0,0.0,0.0,12869,242.3546666666667,0.0,413.894,66.908,0.0,0.0,0.0,0.0,0,0.0,0.235,19.144,4865.739,0.0,0,0,1762
ESP-1991,8,12,78,9.8881588,11.927919,0.0,12970,258.26466666666664,65.35233333333333,452.4685,76.71466666666666,0.0,0.0,0.0,0.0,0,0.0,0.213,19.876,5171.343,0.0,0,0,1772
ESP-1992,7,12,77,13.066113,9.8801394,0.0,12730,279.3956666666666,70.19266666666667,493.505,82.94133333333333,0.0,0.0,0.0,0.0,0,0.0,0.234,21.011,5504.719,0.0,0,0,1763
ESP-1993,8,11,0,0.0,0.0,0.0,12197,288.76733333333334,75.658,517.9390000000001,89.85866666666665,43.1,0.0,0.0,0.0,0,32.1,0.261,22.256,5758.06,0.0,0,0,1755
ESP-1994,8,11,73,15.000957,11.230815,0.0,12169,291.99833333333333,80.21233333333333,529.862,94.57633333333332,0.0,0.0,0.0,0.0,0,0.0,0.255,21.265,5622.673,0.0,0,0,1754
ESP-1995,8,11,71,16.106016,11.941401,0.0,12461,296.2203333333334,99.53066666666666,566.7885,114.972,44.4,0.0,0.0,0.0,0,33.7,0.264,20.631,5597.432,0.0,0,0,1754
ESP-1996,8,10,0,0.0,0.0,0.0,12811,309.627,101.96666666666664,593.4124999999999,119.31466666666668,0.0,0.0,0.0,0.0,0,0.0,0.285,20.533,5695.225,0.0,0,0,1749
ESP-1997,8,11,66,19.111237,13.9267,0.0,13286,322.249,105.76466666666666,619.3924999999999,124.013,45.3,0.0,0.0,0.0,0,33.2,0.284,19.964,5718.804,0.0,0,0,1749
ESP-1998,8,11,65,20.159647,14.488239,0.0,13837,337.7183333333333,112.49466666666666,654.4730000000001,131.93033333333332,0.0,0.0,0.0,0.0,0,0.0,0.285,19.863,5915.51,0.0,0,0,1753
ESP-1999,8,11,63,21.257387,15.203723,53.85,14689,353.29266666666666,118.33366666666666,688.566,139.08533333333335,0.0,0.0,0.0,0.0,0,0.0,0.291,19.737,6118.264,0.0,0,0,1753
ESP-2000,8,11,61,22.704889,15.889219,56.275,15505,387.9196666666666,132.233,765.4375,155.70533333333333,0.0,0.0,0.0,0.0,0,0.0,0.294,19.464,6321.21,0.0,0,0,1752
ESP-2001,7,12,59,23.751223,16.623016,57.825,16146,412.528,144.33833333333334,821.178,168.2576666666667,48.3,0.0,0.0,0.0,0,31.7,0.279,19.091,6410.418,16.442,16,0,1762
ESP-2002,8,10,57,24.921057,17.318115,58.925,16790,452.3616666666667,156.64200000000002,905.1505,184.405,0.0,0.0,0.0,0.0,0,0.0,0.297,19.35,6568.842,0.0,0,0,1763
ESP-2003,8,11,56,25.625629,18.033455,60.175,17475,503.08633333333336,158.89266666666666,1011.305,204.45033333333333,48.4,0.0,0.0,0.0,0,28.1,0.487,19.989,6860.32,17.308,17,0,1754
ESP-2004,8,11,54,26.748661,18.615295,61.325,18142,530.5373333333333,164.766,1065.361,213.03666666666663,0.0,0.0,0.0,0.0,0,0.0,0.497,20.214,7043.526,0.0,0,0,1739
ESP-2005,7,11,51,28.518797,20.237658,63.55,19206,553.409,168.32566666666665,1110.099,219.99033333333333,0.0,0.0,0.0,0.0,0,0.0,0.517,20.475,7258.966,17.727,18,0,1723
ESP-2006,7,11,50,28.809401,20.878954,65.025,19938,601.3283333333333,175.351,1201.034,232.69433333333333,51.1,0.0,0.0,0.0,0,26.4,0.538,20.516,7452.696,0.0,0,0,1713
ESP-2007,7,11,49,29.27644,21.364632,65.8,20579,624.8513333333334,179.17766666666668,1246.3175,239.36033333333333,0.0,0.198,0.117,0.198,0,0.0,0.551,20.897,7712.448,18.179,18,0,1701
ESP-2008,7,10,48,29.519304,21.58176,64.475,20469,679.1763333333333,191.293,1340.1595,247.5963333333333,0.0,0.21,0.119,0.19,0,0.0,0.509,22.326,8177.795,0.0,0,0,1710
ESP-2009,7,10,48,29.989544,21.635395,59.95,19106,713.8326666666667,180.8226666666667,1376.2915,237.0283333333333,52.8,0.216,0.125,0.167,0,26.2,0.538,25.613,8954.043,23.788,24,0,1715
ESP-2010,6,9,47,31.016668,21.856297,58.85,18724,706.3896666666666,192.5293333333333,1373.3135,242.4863333333333,0.0,0.203,0.127,0.118,0,0.0,1.227,24.895,8680.651,0.0,0,92,1705
ESP-2011,6,9,45,31.91456,22.12476,58.025,18421,696.4106666666667,193.256,1371.557,251.29366666666667,52.7,0.212,0.142,0.092,0,23.9,1.253,25.534,8798.387,23.115,24,92,1710
ESP-2012,7,9,45,32.649994,22.005894,55.75,17632,681.9743333333333,206.24666666666667,1368.65,263.79200000000003,0.0,0.21,0.139,0.067,0,0.0,1.273,25.545,8536.133,0.0,0,92,1696
ESP-2013,7,9,44,33.734821,21.719563,54.825,17138,680.0533333333333,218.1203333333333,1386.5995,277.67966666666666,0.0,0.234,0.165,0.053,0,0.0,1.267,25.698,8495.327,22.811,24,92,1689
ESP-2014,7,9,43,34.678776,21.93885,56.0,17343,694.8679999999999,228.7843333333333,1433.401,294.066,51.5,0.227,0.158,0.054,0,23.0,1.277,25.367,8527.204,0.0,0,92,1690
ESP-2015,7,10,42,35.081161,22.352846,57.8,17865,743.7516666666666,232.5343333333333,1514.344,299.14466666666664,0.0,0.221,0.159,0.059,0,0.0,1.232,24.702,8630.387,21.923,23,92,1694
ESP-2016,7,10,41,35.693489,22.580437,59.55,18341,776.9803333333334,238.45466666666667,1578.8180000000002,308.89833333333337,0.0,0.22,0.154,0.094,0,0.0,1.238,24.236,8716.86,0.0,0,92,1701
ESP-2017,7,10,40,36.351273,22.723196,61.1,18824,805.4123333333333,254.10966666666664,1663.4425,336.8823333333333,53.0,0.196,0.147,0.102,0,22.1,1.282,23.943,8851.808,21.261,22,92,1692
ESP-2018,6,10,39,37.252804,22.863016,62.4,19327,827.7923333333333,262.21133333333336,1718.171,350.9883333333333,0.0,0.193,0.138,0.102,0,0.0,0.0,24.17,0.0,0.0,0,92,1697
ESP-2019,7,10,38,38.596992,22.717112,63.3,19779,854.8623333333334,263.473,1765.953,355.7730000000001,0.0,0.209,0.138,0.116,0,0.0,0.0,24.669,0.0,0.0,0,92,1682
ESP-2020,7,7,37,39.68692,23.178282,60.95,19202,935.011,250.45766666666665,1864.384,341.2453333333333,50.2,0.0,0.0,0.0,0,19.8,0.0,0.0,0.0,0.0,0,92,1569
EST-1990,30,9,0,0.0,0.0,0.0,824,0.0,0.0,0.0,0.0,57.6,0.0,0.0,0.0,0,27.5,0.0,0.0,0.0,0.0,0,0,0
EST-1991,30,9,0,0.0,0.0,0.0,805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
EST-1992,35,7,0,0.0,0.0,0.0,760,0.0,0.0,0.0,0.0,41.9,0.0,0.0,0.0,0,30.9,0.0,0.0,0.0,0.0,0,0,0
EST-1993,41,8,0,0.0,0.0,0.0,697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
EST-1994,44,8,0,0.0,0.0,0.0,673,0.0,0.0,0.0,0.0,43.9,0.0,0.0,0.0,0,33.5,0.0,0.0,0.0,0.0,0,0,0
EST-1995,43,8,0,0.0,0.0,0.0,631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
EST-1996,41,8,0,0.0,0.0,0.0,617,0.0,0.0,0.0,0.0,41.4,0.0,0.0,0.0,0,31.9,0.0,0.0,0.0,0.0,0,0,0
EST-1997,39,8,17,29.998423,52.454617,0.0,615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
EST-1998,36,8,16,29.753735,53.767181,0.0,604,0.0,0.0,0.0,0.0,40.8,0.0,0.0,0.0,0,29.7,0.0,0.0,0.0,0.0,0,0,0
EST-1999,35,8,15,28.811958,55.464474,0.0,577,157.97633333333332,29.636666666666667,257.937,39.831,0.0,0.0,0.0,0.0,0,0.0,0.282,15.19,2344.17,0.0,0,0,0
EST-2000,27,9,14,28.669167,56.579468,60.275,585,166.299,44.00033333333334,274.093,49.72366666666667,41.9,0.0,0.0,0.0,0,30.3,0.137,13.914,2326.936,0.0,0,0,1884
EST-2001,29,10,13,29.479181,56.751579,61.075,589,169.78099999999998,41.698,274.999,46.88433333333333,0.0,0.0,0.0,0.0,0,0.0,0.114,13.057,2328.435,0.0,0,0,1877
EST-2002,27,12,13,29.358723,57.425953,61.325,589,186.15666666666667,49.987,314.7115,56.984333333333325,42.6,0.0,0.0,0.0,0,28.3,0.135,12.758,2446.029,0.0,0,0,1879
EST-2003,25,11,12,29.649635,57.995193,62.95,602,205.73533333333333,55.04,352.5785,62.65033333333334,0.0,0.0,0.0,0.0,0,0.0,0.138,12.888,2673.936,0.0,0,0,1884
EST-2004,24,11,11,30.712088,57.54467,63.15,601,229.5,68.65433333333333,409.6135,76.90933333333332,43.2,0.0,0.0,0.0,0,32.8,0.138,13.306,2966.725,0.0,0,0,1892
EST-2005,20,13,11,33.025089,55.633266,64.825,615,247.8,75.01533333333333,446.9725,83.51433333333334,0.0,0.0,0.0,0.0,0,0.0,0.13,12.84,3151.628,0.0,0,0,1913
EST-2006,17,13,11,33.118874,55.163223,68.425,651,265.21566666666666,81.173,475.492,85.10799999999999,46.5,0.0,0.0,0.0,0,27.8,0.054,12.455,3374.603,0.0,0,0,1906
EST-2007,18,14,11,33.146008,55.694317,69.725,657,314.5313333333333,93.84666666666664,571.428,99.754,0.0,0.0,0.0,0.0,0,0.0,0.071,12.367,3625.345,0.0,0,0,1903
EST-2008,17,14,11,34.176804,54.130379,70.075,656,358.5926666666667,96.52233333333334,648.7280000000001,107.22566666666664,49.6,0.0,0.0,0.0,0,26.2,0.131,15.121,4221.299,0.0,0,0,1874
EST-2009,19,11,11,36.065544,52.606895,64.2,593,367.0553333333333,95.86133333333332,657.0554999999999,104.315,0.0,0.0,0.0,0.0,0,0.0,0.117,19.313,4622.856,16.026,16,0,1745
EST-2010,16,11,10,35.423084,53.712353,61.95,567,373.9626666666666,107.41133333333336,684.9110000000001,115.978,48.6,0.0,0.0,0.0,0,26.2,0.11,17.994,4430.825,0.0,0,0,1785
EST-2011,15,12,10,36.889767,52.120499,65.7,603,385.8733333333334,108.48166666666668,704.742,117.01733333333333,0.0,0.0,0.0,0.0,0,0.0,0.098,16.038,4254.821,13.428,13,87,1827
EST-2012,17,12,10,37.605877,52.317989,67.975,614,414.161,116.26266666666668,760.4585000000001,125.95966666666668,48.9,0.0,0.0,0.0,0,26.0,0.104,15.636,4292.208,0.0,0,87,1796
EST-2013,15,11,9,37.345535,53.173813,69.175,621,439.05,131.2913333333333,821.0545000000001,141.555,0.0,0.141,0.146,0.222,0,0.0,0.106,15.575,4349.441,13.194,13,87,1777
EST-2014,17,11,11,37.499954,50.605042,70.225,624,480.7056666666667,151.13766666666666,913.8,161.57633333333334,51.3,0.15,0.132,0.258,0,22.1,0.101,15.949,4602.201,0.0,0,87,1771
EST-2015,14,10,11,38.030697,50.527138,72.075,640,509.6646666666666,161.84633333333332,973.526,172.65599999999998,0.0,0.121,0.128,0.322,0,0.0,0.102,17.154,5050.811,14.379,14,87,1763
EST-2016,13,10,11,38.756851,50.13871,72.4,644,548.2086666666668,174.33633333333333,1051.623,186.19366666666667,51.7,0.098,0.119,0.36,0,21.3,0.108,17.505,5250.526,0.0,0,87,1767
EST-2017,16,10,11,39.663879,49.018936,74.5,658,566.0403333333333,190.85233333333332,1104.0355000000002,203.31666666666663,0.0,0.098,0.116,0.372,0,0.0,0.106,17.242,5498.002,14.464,14,87,1768
EST-2018,14,10,10,41.130722,48.058849,75.05,664,606.786,201.8896666666667,1185.397,216.812,50.7,0.103,0.119,0.376,0,17.2,0.0,17.511,0.0,0.0,0,87,1707
EST-2019,14,10,9,41.368298,48.688206,75.55,671,635.2493333333333,204.151,1229.556,217.788,0.0,0.087,0.111,0.345,0,0.0,0.0,17.688,0.0,0.0,0,87,1694
EST-2020,15,10,9,42.209454,48.444328,73.975,656,729.6129999999999,202.771,1368.4905,216.04766666666663,51.6,0.0,0.0,0.0,0,17.9,0.0,0.0,0.0,0.0,0,87,1637
FIN-1990,30,9,0,0.0,0.0,0.0,2493,365.023,74.24266666666666,634.428,91.26133333333333,37.7,0.019,0.047,0.175,0,25.9,1.161,23.331,7248.181,0.0,0,0,1671
FIN-1991,30,9,0,0.0,0.0,0.0,2365,390.4306666666666,78.993,679.3125,95.77833333333336,38.4,0.023,0.052,0.132,0,27.0,1.192,28.248,8214.149,0.0,0,0,1652
FIN-1992,28,8,0,0.0,0.0,0.0,2196,379.6,82.07666666666667,671.4205,101.347,40.8,0.026,0.05,0.101,0,26.0,1.103,32.199,9003.654,0.0,0,0,1652
FIN-1993,27,8,0,0.0,0.0,0.0,2061,335.158,91.95066666666668,617.085,109.56533333333334,39.1,0.026,0.046,0.048,0,23.9,1.602,32.206,8902.828,0.0,0,0,1651
