"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"PRT","EMP","MEN","PC_WKGPOP","Q","2003-Q3",74.79185,
"PRT","EMP","MEN","PC_WKGPOP","Q","2003-Q4",74.69329,
"PRT","EMP","MEN","PC_WKGPOP","Q","2004-Q1",74.56276,
"PRT","EMP","MEN","PC_WKGPOP","Q","2004-Q2",74.1857,
"PRT","EMP","MEN","PC_WKGPOP","Q","2004-Q3",73.80837,
"PRT","EMP","MEN","PC_WKGPOP","Q","2004-Q4",73.57249,
"PRT","EMP","MEN","PC_WKGPOP","Q","2005-Q1",73.41418,
"PRT","EMP","MEN","PC_WKGPOP","Q","2005-Q2",73.19483,
"PRT","EMP","MEN","PC_WKGPOP","Q","2005-Q3",73.19009,
"PRT","EMP","MEN","PC_WKGPOP","Q","2005-Q4",73.25114,
"PRT","EMP","MEN","PC_WKGPOP","Q","2006-Q1",73.67371,
"PRT","EMP","MEN","PC_WKGPOP","Q","2006-Q2",73.72503,
"PRT","EMP","MEN","PC_WKGPOP","Q","2006-Q3",73.81781,
"PRT","EMP","MEN","PC_WKGPOP","Q","2006-Q4",73.45619,
"PRT","EMP","MEN","PC_WKGPOP","Q","2007-Q1",73.43624,
"PRT","EMP","MEN","PC_WKGPOP","Q","2007-Q2",73.45097,
"PRT","EMP","MEN","PC_WKGPOP","Q","2007-Q3",73.715,
"PRT","EMP","MEN","PC_WKGPOP","Q","2007-Q4",73.9435,
"PRT","EMP","MEN","PC_WKGPOP","Q","2008-Q1",74.07226,
"PRT","EMP","MEN","PC_WKGPOP","Q","2008-Q2",74.0101,
"PRT","EMP","MEN","PC_WKGPOP","Q","2008-Q3",73.68436,
"PRT","EMP","MEN","PC_WKGPOP","Q","2008-Q4",73.38155,"B"
"PRT","EMP","MEN","PC_WKGPOP","Q","2009-Q1",69.08223,
"PRT","EMP","MEN","PC_WKGPOP","Q","2009-Q2",68.40347,
"PRT","EMP","MEN","PC_WKGPOP","Q","2009-Q3",67.28805,
"PRT","EMP","MEN","PC_WKGPOP","Q","2009-Q4",67.27528,
"PRT","EMP","MEN","PC_WKGPOP","Q","2010-Q1",67.2304,
"PRT","EMP","MEN","PC_WKGPOP","Q","2010-Q2",66.65569,
"PRT","EMP","MEN","PC_WKGPOP","Q","2010-Q3",66.71741,
"PRT","EMP","MEN","PC_WKGPOP","Q","2010-Q4",66.7858,
"PRT","EMP","MEN","PC_WKGPOP","Q","2011-Q1",66.73853,
"PRT","EMP","MEN","PC_WKGPOP","Q","2011-Q2",66.22079,
"PRT","EMP","MEN","PC_WKGPOP","Q","2011-Q3",65.86602,
"PRT","EMP","MEN","PC_WKGPOP","Q","2011-Q4",64.52118,
"PRT","EMP","MEN","PC_WKGPOP","Q","2012-Q1",63.53347,
"PRT","EMP","MEN","PC_WKGPOP","Q","2012-Q2",62.88825,
"PRT","EMP","MEN","PC_WKGPOP","Q","2012-Q3",61.86363,
"PRT","EMP","MEN","PC_WKGPOP","Q","2012-Q4",61.17252,
"PRT","EMP","MEN","PC_WKGPOP","Q","2013-Q1",60.93463,
"PRT","EMP","MEN","PC_WKGPOP","Q","2013-Q2",60.68795,
"PRT","EMP","MEN","PC_WKGPOP","Q","2013-Q3",61.78428,
"PRT","EMP","MEN","PC_WKGPOP","Q","2013-Q4",62.85341,
"PRT","EMP","MEN","PC_WKGPOP","Q","2014-Q1",62.88102,
"PRT","EMP","MEN","PC_WKGPOP","Q","2014-Q2",63.98507,
"PRT","EMP","MEN","PC_WKGPOP","Q","2014-Q3",65.03108,
"PRT","EMP","MEN","PC_WKGPOP","Q","2014-Q4",64.71857,
"PRT","EMP","MEN","PC_WKGPOP","Q","2015-Q1",64.96606,
"PRT","EMP","MEN","PC_WKGPOP","Q","2015-Q2",65.49184,
"PRT","EMP","MEN","PC_WKGPOP","Q","2015-Q3",65.73712,
"PRT","EMP","MEN","PC_WKGPOP","Q","2015-Q4",66.15804,
"PRT","EMP","MEN","PC_WKGPOP","Q","2016-Q1",66.1153,
"PRT","EMP","MEN","PC_WKGPOP","Q","2016-Q2",66.82307,
"PRT","EMP","MEN","PC_WKGPOP","Q","2016-Q3",67.55151,
"PRT","EMP","MEN","PC_WKGPOP","Q","2016-Q4",67.71291,
"PRT","EMP","MEN","PC_WKGPOP","Q","2017-Q1",68.74371,
"PRT","EMP","MEN","PC_WKGPOP","Q","2017-Q2",69.88885,
"PRT","EMP","MEN","PC_WKGPOP","Q","2017-Q3",70.6908,
"PRT","EMP","MEN","PC_WKGPOP","Q","2017-Q4",71.16336,
"PRT","EMP","MEN","PC_WKGPOP","Q","2018-Q1",71.41436,
"PRT","EMP","MEN","PC_WKGPOP","Q","2018-Q2",71.7322,
"PRT","EMP","MEN","PC_WKGPOP","Q","2018-Q3",72.05337,
"PRT","EMP","MEN","PC_WKGPOP","Q","2018-Q4",72.46169,
"PRT","EMP","MEN","PC_WKGPOP","Q","2019-Q1",72.87491,
"PRT","EMP","MEN","PC_WKGPOP","Q","2019-Q2",72.75629,
"PRT","EMP","MEN","PC_WKGPOP","Q","2019-Q3",73.45234,
"PRT","EMP","MEN","PC_WKGPOP","Q","2019-Q4",72.41265,
"PRT","EMP","MEN","PC_WKGPOP","Q","2020-Q1",72.36293,
"PRT","EMP","MEN","PC_WKGPOP","Q","2020-Q2",70.60768,
"PRT","EMP","MEN","PC_WKGPOP","Q","2020-Q3",69.92932,
"PRT","EMP","MEN","PC_WKGPOP","Q","2020-Q4",71.08812,
"PRT","EMP","MEN","PC_WKGPOP","Q","2021-Q1",71.25578,
"PRT","EMP","MEN","PC_WKGPOP","Q","2021-Q2",72.74437,
"PRT","EMP","MEN","PC_WKGPOP","Q","2021-Q3",73.37576,
"PRT","EMP","MEN","PC_WKGPOP","Q","2021-Q4",73.36573,
"PRT","EMP","MEN","PC_WKGPOP","Q","2022-Q1",74.36844,
"PRT","EMP","MEN","PC_WKGPOP","Q","2022-Q2",73.74557,
"PRT","EMP","MEN","PC_WKGPOP","Q","2022-Q3",74.5975,
"PRT","EMP","TOT","PC_WKGPOP","Q","1998-Q1",66.53934,
"PRT","EMP","TOT","PC_WKGPOP","Q","1998-Q2",66.93438,
"PRT","EMP","TOT","PC_WKGPOP","Q","1998-Q3",66.79893,
"PRT","EMP","TOT","PC_WKGPOP","Q","1998-Q4",67.12978,
"PRT","EMP","TOT","PC_WKGPOP","Q","1999-Q1",67.3469,
"PRT","EMP","TOT","PC_WKGPOP","Q","1999-Q2",67.31715,
"PRT","EMP","TOT","PC_WKGPOP","Q","1999-Q3",67.60715,
"PRT","EMP","TOT","PC_WKGPOP","Q","1999-Q4",67.77253,
"PRT","EMP","TOT","PC_WKGPOP","Q","2000-Q1",68.13086,
"PRT","EMP","TOT","PC_WKGPOP","Q","2000-Q2",68.14333,
"PRT","EMP","TOT","PC_WKGPOP","Q","2000-Q3",68.50874,
"PRT","EMP","TOT","PC_WKGPOP","Q","2000-Q4",68.72691,
"PRT","EMP","TOT","PC_WKGPOP","Q","2001-Q1",68.96098,
"PRT","EMP","TOT","PC_WKGPOP","Q","2001-Q2",68.8167,
"PRT","EMP","TOT","PC_WKGPOP","Q","2001-Q3",68.97389,
"PRT","EMP","TOT","PC_WKGPOP","Q","2001-Q4",69.19976,
"PRT","EMP","TOT","PC_WKGPOP","Q","2002-Q1",69.18144,
"PRT","EMP","TOT","PC_WKGPOP","Q","2002-Q2",68.98397,
"PRT","EMP","TOT","PC_WKGPOP","Q","2002-Q3",68.88342,
"PRT","EMP","TOT","PC_WKGPOP","Q","2002-Q4",68.18814,
"PRT","EMP","TOT","PC_WKGPOP","Q","2003-Q1",68.29013,
"PRT","EMP","TOT","PC_WKGPOP","Q","2003-Q2",67.95918,
"PRT","EMP","TOT","PC_WKGPOP","Q","2003-Q3",67.91685,
"PRT","EMP","TOT","PC_WKGPOP","Q","2003-Q4",67.81767,
"PRT","EMP","TOT","PC_WKGPOP","Q","2004-Q1",67.76858,
"PRT","EMP","TOT","PC_WKGPOP","Q","2004-Q2",67.60622,
"PRT","EMP","TOT","PC_WKGPOP","Q","2004-Q3",67.5101,
"PRT","EMP","TOT","PC_WKGPOP","Q","2004-Q4",67.62835,
"PRT","EMP","TOT","PC_WKGPOP","Q","2005-Q1",67.32996,
"PRT","EMP","TOT","PC_WKGPOP","Q","2005-Q2",67.28195,
"PRT","EMP","TOT","PC_WKGPOP","Q","2005-Q3",67.28088,
"PRT","EMP","TOT","PC_WKGPOP","Q","2005-Q4",67.34006,
"PRT","EMP","TOT","PC_WKGPOP","Q","2006-Q1",67.55726,
"PRT","EMP","TOT","PC_WKGPOP","Q","2006-Q2",67.759,
"PRT","EMP","TOT","PC_WKGPOP","Q","2006-Q3",67.78779,
"PRT","EMP","TOT","PC_WKGPOP","Q","2006-Q4",67.4277,
"PRT","EMP","TOT","PC_WKGPOP","Q","2007-Q1",67.39532,
"PRT","EMP","TOT","PC_WKGPOP","Q","2007-Q2",67.32216,
"PRT","EMP","TOT","PC_WKGPOP","Q","2007-Q3",67.82754,
"PRT","EMP","TOT","PC_WKGPOP","Q","2007-Q4",67.89227,
"PRT","EMP","TOT","PC_WKGPOP","Q","2008-Q1",68.08667,
"PRT","EMP","TOT","PC_WKGPOP","Q","2008-Q2",68.2988,
"PRT","EMP","TOT","PC_WKGPOP","Q","2008-Q3",67.96066,
"PRT","EMP","TOT","PC_WKGPOP","Q","2008-Q4",67.71345,"B"
"PRT","EMP","TOT","PC_WKGPOP","Q","2009-Q1",63.7222,
"PRT","EMP","TOT","PC_WKGPOP","Q","2009-Q2",63.21239,
"PRT","EMP","TOT","PC_WKGPOP","Q","2009-Q3",62.46402,
"PRT","EMP","TOT","PC_WKGPOP","Q","2009-Q4",62.49716,
"PRT","EMP","TOT","PC_WKGPOP","Q","2010-Q1",62.57456,
"PRT","EMP","TOT","PC_WKGPOP","Q","2010-Q2",62.21712,
"PRT","EMP","TOT","PC_WKGPOP","Q","2010-Q3",62.10094,
"PRT","EMP","TOT","PC_WKGPOP","Q","2010-Q4",62.10465,
"PRT","EMP","TOT","PC_WKGPOP","Q","2011-Q1",62.49559,
"PRT","EMP","TOT","PC_WKGPOP","Q","2011-Q2",62.28684,
"PRT","EMP","TOT","PC_WKGPOP","Q","2011-Q3",61.65826,
"PRT","EMP","TOT","PC_WKGPOP","Q","2011-Q4",60.89061,
"PRT","EMP","TOT","PC_WKGPOP","Q","2012-Q1",60.22192,
"PRT","EMP","TOT","PC_WKGPOP","Q","2012-Q2",59.78608,
"PRT","EMP","TOT","PC_WKGPOP","Q","2012-Q3",59.07129,
"PRT","EMP","TOT","PC_WKGPOP","Q","2012-Q4",58.25999,
"PRT","EMP","TOT","PC_WKGPOP","Q","2013-Q1",58.0916,
"PRT","EMP","TOT","PC_WKGPOP","Q","2013-Q2",58.06331,
"PRT","EMP","TOT","PC_WKGPOP","Q","2013-Q3",59.0811,
"PRT","EMP","TOT","PC_WKGPOP","Q","2013-Q4",60.03252,
"PRT","EMP","TOT","PC_WKGPOP","Q","2014-Q1",60.20393,
"PRT","EMP","TOT","PC_WKGPOP","Q","2014-Q2",60.83845,
"PRT","EMP","TOT","PC_WKGPOP","Q","2014-Q3",61.87161,
"PRT","EMP","TOT","PC_WKGPOP","Q","2014-Q4",61.91681,
"PRT","EMP","TOT","PC_WKGPOP","Q","2015-Q1",61.91417,
"PRT","EMP","TOT","PC_WKGPOP","Q","2015-Q2",62.85125,
"PRT","EMP","TOT","PC_WKGPOP","Q","2015-Q3",63.00048,
"PRT","EMP","TOT","PC_WKGPOP","Q","2015-Q4",63.30143,
"PRT","EMP","TOT","PC_WKGPOP","Q","2016-Q1",63.41866,
"PRT","EMP","TOT","PC_WKGPOP","Q","2016-Q2",63.85934,
"PRT","EMP","TOT","PC_WKGPOP","Q","2016-Q3",64.66962,
"PRT","EMP","TOT","PC_WKGPOP","Q","2016-Q4",64.96956,
"PRT","EMP","TOT","PC_WKGPOP","Q","2017-Q1",65.73814,
"PRT","EMP","TOT","PC_WKGPOP","Q","2017-Q2",66.5428,
"PRT","EMP","TOT","PC_WKGPOP","Q","2017-Q3",67.48991,
"PRT","EMP","TOT","PC_WKGPOP","Q","2017-Q4",68.09356,
"PRT","EMP","TOT","PC_WKGPOP","Q","2018-Q1",68.45817,
"PRT","EMP","TOT","PC_WKGPOP","Q","2018-Q2",68.92728,
"PRT","EMP","TOT","PC_WKGPOP","Q","2018-Q3",69.31705,
"PRT","EMP","TOT","PC_WKGPOP","Q","2018-Q4",69.38305,
"PRT","EMP","TOT","PC_WKGPOP","Q","2019-Q1",69.5931,
"PRT","EMP","TOT","PC_WKGPOP","Q","2019-Q2",69.7821,
"PRT","EMP","TOT","PC_WKGPOP","Q","2019-Q3",70.17152,
"PRT","EMP","TOT","PC_WKGPOP","Q","2019-Q4",69.83945,
"PRT","EMP","TOT","PC_WKGPOP","Q","2020-Q1",69.54884,
"PRT","EMP","TOT","PC_WKGPOP","Q","2020-Q2",67.45422,
"PRT","EMP","TOT","PC_WKGPOP","Q","2020-Q3",68.13781,
"PRT","EMP","TOT","PC_WKGPOP","Q","2020-Q4",68.92995,
"PRT","EMP","TOT","PC_WKGPOP","Q","2021-Q1",68.59972,
"PRT","EMP","TOT","PC_WKGPOP","Q","2021-Q2",70.07473,
"PRT","EMP","TOT","PC_WKGPOP","Q","2021-Q3",70.89985,
"PRT","EMP","TOT","PC_WKGPOP","Q","2021-Q4",70.93713,
"PRT","EMP","TOT","PC_WKGPOP","Q","2022-Q1",71.65495,
"PRT","EMP","TOT","PC_WKGPOP","Q","2022-Q2",71.65002,
"PRT","EMP","TOT","PC_WKGPOP","Q","2022-Q3",72.01569,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","1998-Q1",57.84046,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","1998-Q2",58.36135,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","1998-Q3",58.02777,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","1998-Q4",58.61739,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","1999-Q1",59.10394,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","1999-Q2",59.39554,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","1999-Q3",59.70929,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","1999-Q4",59.90656,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2000-Q1",60.35144,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2000-Q2",60.26144,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2000-Q3",60.69637,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2000-Q4",60.82316,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2001-Q1",61.26878,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2001-Q2",60.9763,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2001-Q3",61.32752,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2001-Q4",61.65709,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2002-Q1",61.54849,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2002-Q2",61.47825,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2002-Q3",61.51072,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2002-Q4",60.93364,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2003-Q1",61.63755,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2003-Q2",61.21611,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2003-Q3",61.30964,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2003-Q4",61.21242,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2004-Q1",61.24169,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2004-Q2",61.27449,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2004-Q3",61.44322,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2004-Q4",61.90387,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2005-Q1",61.47713,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2005-Q2",61.58768,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2005-Q3",61.58824,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2005-Q4",61.64702,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2006-Q1",61.67117,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2006-Q2",62.02049,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2006-Q3",61.9838,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2006-Q4",61.62227,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2007-Q1",61.57781,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2007-Q2",61.42728,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2007-Q3",62.16635,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2007-Q4",62.0834,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2008-Q1",62.3484,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2008-Q2",62.81819,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2008-Q3",62.46237,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2008-Q4",62.27472,"B"
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2009-Q1",58.56514,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2009-Q2",58.2327,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2009-Q3",57.85708,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2009-Q4",57.94065,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2010-Q1",58.11169,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2010-Q2",57.97564,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2010-Q3",57.69857,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2010-Q4",57.63774,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2011-Q1",58.43956,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2011-Q2",58.54059,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2011-Q3",57.65634,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2011-Q4",57.43582,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2012-Q1",57.06986,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2012-Q2",56.83738,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2012-Q3",56.42506,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2012-Q4",55.49673,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2013-Q1",55.39977,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2013-Q2",55.57273,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2013-Q3",56.5341,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2013-Q4",57.36761,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2014-Q1",57.68554,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2014-Q2",57.88584,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2014-Q3",58.91023,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2014-Q4",59.29153,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2015-Q1",59.04682,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2015-Q2",60.38268,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2015-Q3",60.43949,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2015-Q4",60.62076,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2016-Q1",60.8863,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2016-Q2",61.08782,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2016-Q3",61.97684,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2016-Q4",62.41026,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2017-Q1",62.9263,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2017-Q2",63.42097,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2017-Q3",64.50291,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2017-Q4",65.22314,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2018-Q1",65.68372,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2018-Q2",66.31012,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2018-Q3",66.76537,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2018-Q4",66.50127,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2019-Q1",66.5348,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2019-Q2",67.03263,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2019-Q3",67.12012,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2019-Q4",67.42545,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2020-Q1",66.93346,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2020-Q2",64.56779,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2020-Q3",66.47031,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2020-Q4",66.91265,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2021-Q1",66.11915,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2021-Q2",67.58646,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2021-Q3",68.5827,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2021-Q4",68.66865,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2022-Q1",69.13116,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2022-Q2",69.70206,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2022-Q3",69.61664,
"SVK","EMP","MEN","THND_PER","Q","1994-Q1",1176.033,
"SVK","EMP","MEN","THND_PER","Q","1994-Q2",1172.938,
"SVK","EMP","MEN","THND_PER","Q","1994-Q3",1173.63,
"SVK","EMP","MEN","THND_PER","Q","1994-Q4",1173.299,
"SVK","EMP","MEN","THND_PER","Q","1995-Q1",1175.928,
"SVK","EMP","MEN","THND_PER","Q","1995-Q2",1187.91,
"SVK","EMP","MEN","THND_PER","Q","1995-Q3",1198.402,
"SVK","EMP","MEN","THND_PER","Q","1995-Q4",1211.06,
"SVK","EMP","MEN","THND_PER","Q","1996-Q1",1228.369,
"SVK","EMP","MEN","THND_PER","Q","1996-Q2",1233.998,
"SVK","EMP","MEN","THND_PER","Q","1996-Q3",1239.264,
"SVK","EMP","MEN","THND_PER","Q","1996-Q4",1236.77,
"SVK","EMP","MEN","THND_PER","Q","1997-Q1",1225.144,
"SVK","EMP","MEN","THND_PER","Q","1997-Q2",1218.64,
"SVK","EMP","MEN","THND_PER","Q","1997-Q3",1212.649,
"SVK","EMP","MEN","THND_PER","Q","1997-Q4",1211.367,
"SVK","EMP","MEN","THND_PER","Q","1998-Q1",1213.678,
"SVK","EMP","MEN","THND_PER","Q","1998-Q2",1216.261,
"SVK","EMP","MEN","THND_PER","Q","1998-Q3",1209.706,
"SVK","EMP","MEN","THND_PER","Q","1998-Q4",1201.756,
"SVK","EMP","MEN","THND_PER","Q","1999-Q1",1187.991,
"SVK","EMP","MEN","THND_PER","Q","1999-Q2",1167.761,
"SVK","EMP","MEN","THND_PER","Q","1999-Q3",1154.564,
"SVK","EMP","MEN","THND_PER","Q","1999-Q4",1144.384,
"SVK","EMP","MEN","THND_PER","Q","2000-Q1",1136.852,
"SVK","EMP","MEN","THND_PER","Q","2000-Q2",1134.437,
"SVK","EMP","MEN","THND_PER","Q","2000-Q3",1137.975,
"SVK","EMP","MEN","THND_PER","Q","2000-Q4",1139.937,
"SVK","EMP","MEN","THND_PER","Q","2001-Q1",1136.785,
"SVK","EMP","MEN","THND_PER","Q","2001-Q2",1144.417,
"SVK","EMP","MEN","THND_PER","Q","2001-Q3",1145.667,
"SVK","EMP","MEN","THND_PER","Q","2001-Q4",1146.132,
"SVK","EMP","MEN","THND_PER","Q","2002-Q1",1150.99,
"SVK","EMP","MEN","THND_PER","Q","2002-Q2",1147.638,
"SVK","EMP","MEN","THND_PER","Q","2002-Q3",1151.269,
"SVK","EMP","MEN","THND_PER","Q","2002-Q4",1162.602,
"SVK","EMP","MEN","THND_PER","Q","2003-Q1",1163.838,
"SVK","EMP","MEN","THND_PER","Q","2003-Q2",1177.702,
"SVK","EMP","MEN","THND_PER","Q","2003-Q3",1178.224,
"SVK","EMP","MEN","THND_PER","Q","2003-Q4",1177.036,
"SVK","EMP","MEN","THND_PER","Q","2004-Q1",1179.99,
"SVK","EMP","MEN","THND_PER","Q","2004-Q2",1184.408,
"SVK","EMP","MEN","THND_PER","Q","2004-Q3",1196.491,
"SVK","EMP","MEN","THND_PER","Q","2004-Q4",1203.711,
"SVK","EMP","MEN","THND_PER","Q","2005-Q1",1210.955,
"SVK","EMP","MEN","THND_PER","Q","2005-Q2",1222.065,
"SVK","EMP","MEN","THND_PER","Q","2005-Q3",1239.398,
"SVK","EMP","MEN","THND_PER","Q","2005-Q4",1256.082,
"SVK","EMP","MEN","THND_PER","Q","2006-Q1",1276.728,
"SVK","EMP","MEN","THND_PER","Q","2006-Q2",1291.728,
"SVK","EMP","MEN","THND_PER","Q","2006-Q3",1295.88,
"SVK","EMP","MEN","THND_PER","Q","2006-Q4",1303.564,
"SVK","EMP","MEN","THND_PER","Q","2007-Q1",1307.378,
"SVK","EMP","MEN","THND_PER","Q","2007-Q2",1316.033,
"SVK","EMP","MEN","THND_PER","Q","2007-Q3",1326.121,
"SVK","EMP","MEN","THND_PER","Q","2007-Q4",1338.468,
"SVK","EMP","MEN","THND_PER","Q","2008-Q1",1353.106,
"SVK","EMP","MEN","THND_PER","Q","2008-Q2",1357.832,
"SVK","EMP","MEN","THND_PER","Q","2008-Q3",1372.875,
"SVK","EMP","MEN","THND_PER","Q","2008-Q4",1371.087,
"SVK","EMP","MEN","THND_PER","Q","2009-Q1",1354.894,
"SVK","EMP","MEN","THND_PER","Q","2009-Q2",1334.69,
"SVK","EMP","MEN","THND_PER","Q","2009-Q3",1317.68,
"SVK","EMP","MEN","THND_PER","Q","2009-Q4",1298.235,
"SVK","EMP","MEN","THND_PER","Q","2010-Q1",1282.267,
"SVK","EMP","MEN","THND_PER","Q","2010-Q2",1283.779,
"SVK","EMP","MEN","THND_PER","Q","2010-Q3",1282.729,
"SVK","EMP","MEN","THND_PER","Q","2010-Q4",1289.326,
"SVK","EMP","MEN","THND_PER","Q","2011-Q1",1287.155,
"SVK","EMP","MEN","THND_PER","Q","2011-Q2",1292.104,
"SVK","EMP","MEN","THND_PER","Q","2011-Q3",1293.755,
"SVK","EMP","MEN","THND_PER","Q","2011-Q4",1295.786,
"SVK","EMP","MEN","THND_PER","Q","2012-Q1",1302.87,
"SVK","EMP","MEN","THND_PER","Q","2012-Q2",1301.956,
"SVK","EMP","MEN","THND_PER","Q","2012-Q3",1306.796,
"SVK","EMP","MEN","THND_PER","Q","2012-Q4",1302.278,
"SVK","EMP","MEN","THND_PER","Q","2013-Q1",1301.516,
"SVK","EMP","MEN","THND_PER","Q","2013-Q2",1296.692,
"SVK","EMP","MEN","THND_PER","Q","2013-Q3",1292.196,
"SVK","EMP","MEN","THND_PER","Q","2013-Q4",1290.797,
"SVK","EMP","MEN","THND_PER","Q","2014-Q1",1298.65,
"SVK","EMP","MEN","THND_PER","Q","2014-Q2",1309.549,
"SVK","EMP","MEN","THND_PER","Q","2014-Q3",1322.603,
"SVK","EMP","MEN","THND_PER","Q","2014-Q4",1334.698,
"SVK","EMP","MEN","THND_PER","Q","2015-Q1",1337.903,
"SVK","EMP","MEN","THND_PER","Q","2015-Q2",1346.134,
